BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks,Year,InningsRuns,ClientPlayerID
Yudhvir Singh,1.0,Indian,LSG,Lucknow Super Giants,2,148.0,2,77.0,2021-100mb00000000587-d15a3db891de11,24.0,52,5,20.83,19.0,52.0,24.0,24.0,65.38,3.42,13.0,4.0,7.0,4.0,1.0,4,3,0.0,0.0,0.0,0.0,1,1.0,24.0,1.0,24/1,24/1,0,0.0,0,0,0.0,,2024,24.0,10842.0
Romario Shepherd,1.0,Overseas,MI,Mumbai Indians,6,148.0,5,17.0,2019-100mb00000000371-481ee0be14fc11,72.0,159,18,25.0,58.0,159.0,72.0,72.0,72.95,3.0,13.25,12.0,23.0,6.0,1.0,14,10,4.0,0.0,0.0,3.0,1,1.0,54.0,1.0,54/1,54/1,0,0.0,0,0,0.0,,2024,54.0,20609.0
Shivam Dube,0.0,Indian,CSK,Chennai Super Kings,14,148.0,1,13.0,2019-100mb00000000211-dc1f6a2544bb11,6.0,14,1,16.66,5.0,14.0,6.0,6.0,71.42,3.0,14.0,1.0,2.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0,1,1.0,14.0,1.0,14/1,14/1,0,0.0,0,0,0.0,,2024,14.0,5431.0
Washington Sundar,0.0,Indian,SRH,Sunrisers Hyderabad,2,148.0,2,20.0,2018-100mb00000000020-9223b16ce99c11,30.0,73,3,10.0,27.0,73.0,30.0,30.0,73.97,2.5,14.6,5.0,11.0,4.0,0.0,9,3,0.0,0.0,0.0,0.0,1,1.0,46.0,1.0,46/1,46/1,0,0.0,0,0,0.0,,2024,46.0,2973.0
Kwena Maphaka,0.0,Overseas,MI,Mumbai Indians,2,148.0,2,17.0,20226e936a7872aa11ec8ab502ab46c,36.0,89,12,33.33,27.0,89.0,36.0,36.0,87.64,2.11,14.83,6.0,6.0,1.0,0.0,12,5,3.0,0.0,0.0,1.0,1,1.0,23.0,1.0,23/1,23/1,0,0.0,0,0,0.0,,2024,23.0,20724.0
Luke Wood,0.0,Overseas,MI,Mumbai Indians,2,148.0,2,17.0,2024-100mb00000003116-51a9a019e5e811,36.0,93,9,25.0,29.0,93.0,36.0,36.0,83.87,2.11,15.5,6.0,7.0,3.0,0.0,12,5,1.0,1.0,0.0,1.0,1,1.0,68.0,1.0,68/1,68/1,0,0.0,0,0,0.0,,2024,68.0,20721.0
Akash Deep,1.0,Indian,RCB,Royal Challengers Bengaluru,1,148.0,1,19.0,2022-100mb00000001007-1363a306a45011,21.0,55,6,28.57,17.0,55.0,21.0,21.0,80.0,2.62,15.71,3.3,5.0,2.0,0.0,2,6,2.0,0.0,0.0,0.0,1,1.0,55.0,1.0,55/1,55/1,0,0.0,0,0,0.0,,2024,55.0,14800.0
Prasidh Krishna,1.0,Indian,GT,Gujarat Titans,15,203.0,15,35.0,2019-100mb00000000150-3a51ee2844a911,354.0,488,146,41.24,218.0,19.52,14.16,14.16,65.98,5.13,8.27,59.0,120.0,20.0,1.0,46,23,10.0,0.0,0.0,18.0,25,4.0,41.0,4.0,41/4,41/4,0,0.0,1,0,0.0,,2025,41.0,5105.0
Noor Ahmad,1.0,Overseas,CSK,Chennai Super Kings,14,203.0,14,13.0,2022-100mb00000000975-56f6385ba44611,300.0,408,107,35.66,207.0,17.0,12.5,12.5,56.86,6.12,8.16,50.0,132.0,17.0,0.0,31,18,11.0,3.0,4.0,4.0,24,4.0,18.0,4.0,18/4,18/4,0,0.0,2,0,0.0,,2025,18.0,20590.0
Trent Boult,1.0,Overseas,MI,Mumbai Indians,16,203.0,16,17.0,2019-100mb00000000066-573f78a31e3711,346.0,517,127,36.7,230.0,23.5,15.72,15.72,64.21,4.8,8.96,57.4,122.0,26.0,0.0,50,22,11.0,0.0,0.0,3.0,22,4.0,26.0,4.0,26/4,26/4,0,0.0,1,0,0.0,,2025,26.0,969.0
Josh Hazlewood,0.0,Overseas,RCB,Royal Challengers Bengaluru,11,203.0,11,19.0,2018-100mb00000000036-2af54408f88a11,240.0,332,113,47.08,131.0,15.8,11.42,11.42,74.09,4.52,8.3,40.0,66.0,8.0,0.0,36,17,4.0,0.0,0.0,2.0,21,4.0,33.0,4.0,33/4,33/4,0,0.0,1,0,0.0,,2025,33.0,857.0
Sai Kishore,0.0,Indian,GT,Gujarat Titans,15,203.0,15,35.0,2020-100mb00000000544-980117aa639c11,255.0,393,77,30.19,185.0,20.68,13.42,13.42,60.55,5.42,9.24,42.3,115.0,15.0,1.0,22,25,7.0,0.0,0.0,3.0,19,3.0,30.0,3.0,30/3,30/3,0,0.0,0,0,0.0,,2025,30.0,7123.0
Jasprit Bumrah,1.0,Indian,MI,Mumbai Indians,12,203.0,12,17.0,2018-100mb00000000009-92bfdfe9e99b11,284.0,316,128,45.07,161.0,17.55,15.77,15.77,56.96,7.28,6.67,47.2,101.0,17.0,0.0,27,12,5.0,0.0,0.0,6.0,18,4.0,22.0,4.0,22/4,22/4,0,0.0,1,0,0.0,,2025,22.0,1124.0
Arshdeep Singh,0.0,Indian,PBKS,Punjab Kings,16,203.0,15,15.0,2019-100mb00000000125-2485f88b449911,326.0,478,129,39.57,212.0,26.55,18.11,18.11,67.36,4.4,8.79,54.2,107.0,17.0,1.0,61,13,15.0,0.0,0.0,9.0,18,3.0,16.0,3.0,16/3,16/3,1,1.0,0,0,0.0,,2025,16.0,4698.0
Varun Chakaravarthy,1.0,Indian,KKR,Kolkata Knight Riders,13,203.0,13,16.0,2019-100mb00000000140-a41b85f2449d11,300.0,383,117,39.0,191.0,22.52,17.64,17.64,58.48,6.25,7.66,50.0,117.0,19.0,0.0,32,16,8.0,0.0,6.0,1.0,17,3.0,22.0,3.0,22/3,22/3,0,0.0,0,0,0.0,,2025,22.0,5432.0
Vaibhav Arora,1.0,Indian,KKR,Kolkata Knight Riders,12,203.0,12,16.0,2021-100mb00000000583-8f4c0c4491dd11,255.0,430,94,36.86,178.0,25.29,15.0,15.0,69.76,3.92,10.11,42.3,80.0,15.0,1.0,45,20,17.0,0.0,0.0,1.0,17,3.0,29.0,3.0,29/3,29/3,1,1.0,0,0,0.0,,2025,29.0,14859.0
Pat Cummins,1.0,Overseas,SRH,Sunrisers Hyderabad,14,203.0,14,20.0,2018-100mb00000000033-d93110bbf88911,298.0,450,118,39.59,194.0,28.12,18.62,18.62,67.11,4.65,9.06,49.4,99.0,18.0,1.0,41,23,13.0,1.0,0.0,10.0,16,3.0,19.0,3.0,19/3,19/3,0,0.0,0,0,0.0,,2025,19.0,488.0
Marco Jansen,1.0,Overseas,PBKS,Punjab Kings,14,203.0,14,15.0,2021-100mb00000000586-8238f85f91de11,283.0,434,116,40.98,183.0,27.12,17.68,17.68,68.2,4.49,9.2,47.1,87.0,17.0,0.0,41,22,15.0,2.0,0.0,14.0,16,3.0,17.0,3.0,17/3,17/3,0,0.0,0,0,0.0,,2025,17.0,17068.0
Mohammed Siraj,1.0,Indian,GT,Gujarat Titans,15,203.0,15,35.0,2019-100mb00000000063-d9aa7a01187311,342.0,527,151,44.15,216.0,32.93,21.37,21.37,72.1,4.07,9.24,57.0,94.0,14.0,1.0,62,22,25.0,0.0,0.0,13.0,16,4.0,17.0,4.0,17/4,17/4,0,0.0,1,0,0.0,,2025,17.0,3840.0
Harshal Patel,1.0,Indian,SRH,Sunrisers Hyderabad,13,203.0,13,20.0,2019-100mb00000000114-8c98068c449611,263.0,430,85,32.31,201.0,26.87,16.43,16.43,62.32,4.45,9.8,43.5,107.0,16.0,0.0,43,16,19.0,4.0,2.0,2.0,16,4.0,28.0,4.0,28/4,28/4,0,0.0,2,0,0.0,,2025,28.0,157.0
Kuldeep Yadav,0.0,Indian,DC,Delhi Capitals,14,203.0,13,14.0,2018-100mb00000000014-227bc550e99c11,306.0,361,107,34.96,204.0,24.06,20.4,20.4,45.98,8.74,7.07,51.0,140.0,25.0,0.0,22,13,4.0,1.0,0.0,2.0,15,3.0,22.0,3.0,22/3,22/3,0,0.0,0,0,0.0,,2025,22.0,261.0
Krunal Pandya,0.0,Indian,RCB,Royal Challengers Bengaluru,14,203.0,14,19.0,2018-100mb00000000017-5e389774e99c11,252.0,362,72,28.57,187.0,24.13,16.8,16.8,55.24,6.14,8.61,42.0,125.0,14.0,0.0,23,18,7.0,0.0,0.0,1.0,15,4.0,45.0,4.0,45/4,45/4,0,0.0,1,0,0.0,,2025,45.0,3183.0
Bhuvneshwar Kumar,1.0,Indian,RCB,Royal Challengers Bengaluru,13,203.0,13,19.0,2018-100mb00000000015-3501d442e99c11,288.0,445,114,39.58,180.0,29.66,19.2,19.2,70.56,4.29,9.27,48.0,89.0,18.0,0.0,44,23,6.0,0.0,0.0,7.0,15,3.0,33.0,3.0,33/3,33/3,0,0.0,0,0,0.0,,2025,33.0,116.0
Khaleel Ahmed,1.0,Indian,CSK,Chennai Super Kings,14,203.0,14,13.0,2018-100mb00000000008-787fc4ece99b11,280.0,447,137,48.92,153.0,29.8,18.66,18.66,79.19,3.68,9.57,46.4,53.0,15.0,0.0,51,25,7.0,3.0,1.0,6.0,15,3.0,29.0,3.0,29/3,29/3,0,0.0,0,0,0.0,,2025,29.0,2964.0
Yuzvendra Chahal,1.0,Indian,PBKS,Punjab Kings,13,203.0,12,15.0,2018-100mb00000000010-b76159ade99b11,246.0,393,70,28.45,183.0,26.2,16.4,16.4,61.06,5.12,9.58,41.0,116.0,11.0,1.0,24,24,7.0,0.0,0.0,1.0,15,4.0,28.0,4.0,28/4,28/4,0,0.0,2,0,0.0,,2025,28.0,111.0
Harshit Rana,1.0,Indian,KKR,Kolkata Knight Riders,13,203.0,13,16.0,2022-100mb00000001013-30676520bcc011,264.0,448,105,39.77,171.0,29.86,17.6,17.6,75.0,3.66,10.18,44.0,76.0,14.0,0.0,48,24,10.0,2.0,1.0,8.0,15,3.0,25.0,3.0,25/3,25/3,0,0.0,0,0,0.0,,2025,25.0,20626.0
Digvesh Singh,1.0,Indian,LSG,Lucknow Super Giants,13,203.0,13,77.0,2024-100mb00000003565-6cf0c233abda11,312.0,429,98,31.41,223.0,30.64,22.28,22.28,55.94,5.88,8.25,52.0,145.0,18.0,1.0,39,14,7.0,2.0,1.0,5.0,14,2.0,30.0,2.0,30/2,30/2,0,0.0,0,0,0.0,,2025,30.0,5847.0
Hardik Pandya,1.0,Indian,MI,Mumbai Indians,15,203.0,14,17.0,2018-100mb00000000054-e3ebefa2050a11,210.0,342,67,31.9,162.0,24.42,15.0,15.0,62.57,4.66,9.77,35.0,87.0,11.0,0.0,28,17,16.0,3.0,1.0,2.0,14,5.0,36.0,5.0,36/5,36/5,0,0.0,0,1,0.0,,2025,36.0,2740.0
Mitchell Starc,0.0,Overseas,DC,Delhi Capitals,11,203.0,10,14.0,2018-100mb00000000031-b334eaf6f08611,216.0,366,85,39.35,142.0,26.14,15.42,15.42,75.4,3.48,10.16,36.0,67.0,10.0,0.0,48,14,8.0,3.0,0.0,13.0,14,5.0,35.0,5.0,35/5,35/5,0,0.0,0,1,0.0,,2025,35.0,490.0
Eshan Malinga,0.0,Overseas,SRH,Sunrisers Hyderabad,7,203.0,7,20.0,2024-100mb00000003339-537276b84ff411,160.0,238,56,35.0,109.0,18.3,12.3,12.3,67.22,4.57,8.92,26.4,64.0,5.0,1.0,25,10,5.0,0.0,0.0,6.0,13,3.0,31.0,3.0,31/3,31/3,0,0.0,0,0,0.0,,2025,31.0,22228.0
Matheesha Pathirana,1.0,Overseas,CSK,Chennai Super Kings,12,203.0,12,13.0,2022-100mb00000001014-1f0cfb3dc17911,251.0,424,82,32.66,202.0,32.61,19.3,19.3,58.96,5.02,10.13,41.5,102.0,16.0,1.0,25,25,32.0,1.0,1.0,5.0,13,3.0,36.0,3.0,36/3,36/3,0,0.0,0,0,0.0,,2025,36.0,20627.0
Avesh Khan,1.0,Indian,LSG,Lucknow Super Giants,13,203.0,13,77.0,2019-100mb00000000109-5cc123ab449411,284.0,487,77,27.11,217.0,37.46,21.84,21.84,65.29,4.11,10.28,47.2,117.0,21.0,0.0,48,21,10.0,0.0,0.0,0.0,13,3.0,37.0,3.0,37/3,37/3,0,0.0,0,0,0.0,,2025,37.0,1561.0
Shardul Thakur,1.0,Indian,LSG,Lucknow Super Giants,10,203.0,10,77.0,2019-100mb00000000105-4c526de743fe11,204.0,375,61,29.9,165.0,28.84,15.69,15.69,67.73,3.7,11.02,34.0,79.0,10.0,0.0,38,17,21.0,1.0,0.0,1.0,13,4.0,34.0,4.0,34/4,34/4,0,0.0,1,0,0.0,,2025,34.0,1745.0
Sunil Narine,0.0,Overseas,KKR,Kolkata Knight Riders,12,203.0,12,16.0,2019-100mb00000000156-a6b6f42c44aa11,270.0,351,89,32.96,186.0,29.25,22.5,22.5,51.28,7.94,7.8,45.0,131.0,16.0,1.0,12,22,3.0,2.0,0.0,6.0,12,3.0,13.0,3.0,13/3,13/3,0,0.0,0,0,0.0,,2025,13.0,203.0
Yash Dayal,1.0,Indian,RCB,Royal Challengers Bengaluru,14,203.0,14,19.0,2022-100mb00000000978-bc824605a44611,276.0,452,87,31.52,200.0,37.66,23.0,23.0,62.38,4.52,9.82,46.0,105.0,25.0,0.0,42,19,7.0,4.0,1.0,2.0,12,2.0,18.0,2.0,18/2,18/2,0,0.0,0,0,0.0,,2025,18.0,20591.0
Mukesh Kumar,1.0,Indian,DC,Delhi Capitals,12,203.0,12,14.0,2022-100mb00000001462-cbc59298427c11,237.0,408,82,34.59,173.0,34.0,19.75,19.75,68.13,4.01,10.32,39.3,86.0,11.0,0.0,38,21,16.0,2.0,0.0,3.0,12,4.0,33.0,4.0,33/4,33/4,1,1.0,1,0,0.0,,2025,33.0,5622.0
Jaydev Unadkat,1.0,Indian,SRH,Sunrisers Hyderabad,7,203.0,7,20.0,2019-100mb00000000180-1352e0b244b611,143.0,175,54,37.76,92.0,15.9,13.0,13.0,57.14,6.21,7.34,23.5,60.0,6.0,0.0,19,4,3.0,0.0,1.0,1.0,11,3.0,24.0,3.0,24/3,24/3,0,0.0,0,0,0.0,,2025,24.0,86.0
Wanindu Hasaranga,1.0,Overseas,RR,Rajasthan Royals,11,203.0,11,18.0,2020-100mb00000000377-c8cec37e2dec11,246.0,371,67,27.23,184.0,33.72,22.36,22.36,57.68,5.72,9.04,41.0,121.0,14.0,1.0,22,21,5.0,0.0,1.0,4.0,11,4.0,35.0,4.0,35/4,35/4,0,0.0,1,0,0.0,,2025,35.0,3082.0
Vipraj Nigam,1.0,Indian,DC,Delhi Capitals,14,203.0,13,14.0,2024-100mb00000003560-cd0dc81babd711,234.0,356,74,31.62,170.0,32.36,21.27,21.27,61.23,5.31,9.12,39.0,107.0,12.0,0.0,23,21,6.0,4.0,0.0,5.0,11,2.0,18.0,2.0,18/2,18/2,0,0.0,0,0,0.0,,2025,18.0,22053.0
Deepak Chahar,1.0,Indian,MI,Mumbai Indians,14,203.0,14,17.0,2019-100mb00000000091-8640595343ec11,246.0,376,108,43.9,155.0,34.18,22.36,22.36,67.02,4.39,9.17,41.0,66.0,16.0,1.0,42,14,15.0,2.0,0.0,2.0,11,2.0,12.0,2.0,12/2,12/2,1,0.0,0,0,0.0,,2025,12.0,140.0
Jofra Archer,1.0,Overseas,RR,Rajasthan Royals,12,203.0,12,18.0,2019-100mb00000000181-80151ce844b611,273.0,431,110,40.29,181.0,39.18,24.81,24.81,70.53,4.07,9.47,45.3,84.0,13.0,2.0,49,18,17.0,2.0,10.0,4.0,11,3.0,25.0,3.0,25/3,25/3,1,1.0,0,0,0.0,,2025,25.0,3502.0
Maheesh Theekshana,1.0,Overseas,RR,Rajasthan Royals,11,203.0,11,18.0,2021-100mb00000000629-11c540100bd311,252.0,410,72,28.57,199.0,37.27,22.9,22.9,58.53,4.75,9.76,42.0,109.0,18.0,1.0,39,14,17.0,2.0,0.0,2.0,11,2.0,26.0,2.0,26/2,26/2,0,0.0,0,0,0.0,,2025,26.0,20570.0
Ashwani Kumar,0.0,Indian,MI,Mumbai Indians,7,203.0,7,17.0,2024-100mb00000003569-45ffd8bdabdc11,123.0,232,37,30.08,95.0,21.09,11.18,11.18,69.82,3.72,11.31,20.3,45.0,8.0,0.0,18,15,7.0,2.0,0.0,2.0,11,4.0,24.0,4.0,24/4,24/4,0,0.0,1,0,0.0,,2025,24.0,22030.0
Mitchell Santner,0.0,Overseas,MI,Mumbai Indians,13,203.0,13,17.0,2019-100mb00000000075-0984e17e1e4011,237.0,313,79,33.33,168.0,31.3,23.7,23.7,53.67,6.4,7.92,39.3,109.0,11.0,1.0,27,10,10.0,0.0,0.0,3.0,10,3.0,11.0,3.0,11/3,11/3,0,0.0,0,0,0.0,,2025,11.0,1903.0
Ravindra Jadeja,0.0,Indian,CSK,Chennai Super Kings,14,203.0,14,13.0,2018-100mb00000000046-06b5ba89f88b11,227.0,324,77,33.92,155.0,32.4,22.7,22.7,59.87,5.67,8.56,37.5,99.0,13.0,0.0,23,17,3.0,2.0,0.0,1.0,10,2.0,17.0,2.0,17/2,17/2,0,0.0,0,0,0.0,,2025,17.0,9.0
Harpreet Brar,0.0,Indian,PBKS,Punjab Kings,8,203.0,7,15.0,2019-100mb00000000130-89338eb7449a11,132.0,190,40,30.3,94.0,19.0,13.2,13.2,60.0,5.5,8.63,22.0,64.0,5.0,0.0,15,9,1.0,1.0,0.0,0.0,10,3.0,22.0,3.0,22/3,22/3,0,0.0,0,0,0.0,,2025,22.0,5441.0
Rashid Khan,1.0,Overseas,GT,Gujarat Titans,15,203.0,15,35.0,2019-100mb00000000218-42d9d6f544bf11,330.0,514,94,28.48,242.0,57.11,36.66,36.66,61.08,5.32,9.34,55.0,153.0,21.0,1.0,29,33,6.0,0.0,0.0,9.0,9,2.0,25.0,2.0,25/2,25/2,0,0.0,0,0,0.0,,2025,25.0,2885.0
Sandeep Sharma,1.0,Indian,RR,Rajasthan Royals,10,203.0,10,18.0,2019-100mb00000000220-18a6ceb644c011,219.0,361,54,24.65,185.0,40.11,24.33,24.33,54.29,5.21,9.89,36.3,104.0,19.0,1.0,28,14,19.0,1.0,0.0,2.0,9,2.0,21.0,2.0,21/2,21/2,0,0.0,0,0,0.0,,2025,21.0,1112.0
Tushar Deshpande,0.0,Indian,RR,Rajasthan Royals,10,203.0,10,18.0,2020-100mb00000000539-04833b65639b11,192.0,340,59,30.72,153.0,37.77,21.33,21.33,64.11,4.0,10.62,32.0,69.0,15.0,1.0,35,13,20.0,0.0,0.0,2.0,9,3.0,44.0,3.0,44/3,44/3,0,0.0,0,0,0.0,,2025,44.0,3257.0
Ravi Bishnoi,1.0,Indian,LSG,Lucknow Super Giants,11,203.0,11,77.0,2020-100mb00000000520-c2b1e0df638711,222.0,401,68,30.63,165.0,44.55,24.66,24.66,69.32,3.89,10.83,37.0,82.0,15.0,0.0,32,25,11.0,0.0,0.0,1.0,9,2.0,18.0,2.0,18/2,18/2,0,0.0,0,0,0.0,,2025,18.0,19351.0
Anshul Kamboj,1.0,Indian,CSK,Chennai Super Kings,8,203.0,8,13.0,2024-100mb00000003106-047b3989df9b11,129.0,172,56,43.41,74.0,21.5,16.12,16.12,67.44,5.16,8.0,21.3,41.0,7.0,0.0,17,8,0.0,1.0,0.0,1.0,8,3.0,13.0,3.0,13/3,13/3,0,0.0,0,0,0.0,,2025,13.0,20702.0
Suyash Sharma,1.0,Indian,RCB,Royal Challengers Bengaluru,13,203.0,13,19.0,2023-100mb00000001932-5539f1d7c3fd11,288.0,423,98,34.02,195.0,52.87,36.0,36.0,64.3,4.96,8.81,48.0,118.0,16.0,0.0,38,20,5.0,0.0,5.0,6.0,8,3.0,17.0,3.0,17/3,17/3,0,0.0,0,0,0.0,,2025,17.0,5668.0
Andre Russell,1.0,Overseas,KKR,Kolkata Knight Riders,13,203.0,9,16.0,2019-100mb00000000141-e67c41d144a711,109.0,217,29,26.6,85.0,27.12,13.62,13.62,74.65,3.2,11.94,18.1,46.0,2.0,0.0,21,13,2.0,3.0,1.0,0.0,8,2.0,21.0,2.0,21/2,21/2,0,0.0,0,0,0.0,,2025,21.0,177.0
Karn Sharma,0.0,Indian,MI,Mumbai Indians,6,203.0,5,17.0,2019-100mb00000000098-7a8c366b43f611,90.0,128,27,30.0,64.0,18.28,12.85,12.85,57.81,6.0,8.53,15.0,43.0,5.0,0.0,8,7,1.0,0.0,0.0,5.0,7,3.0,23.0,3.0,23/3,23/3,0,0.0,0,0,0.0,,2025,23.0,1118.0
Ravichandran Ashwin,1.0,Indian,CSK,Chennai Super Kings,9,203.0,9,13.0,2018-100mb00000000045-f658f1b6f88a11,186.0,283,57,30.64,132.0,40.42,26.57,26.57,63.6,5.16,9.12,31.0,86.0,7.0,0.0,18,18,3.0,0.0,0.0,3.0,7,2.0,41.0,2.0,41/2,41/2,0,0.0,0,0,0.0,,2025,41.0,8.0
Azmatullah Omarzai,1.0,Overseas,PBKS,Punjab Kings,8,203.0,7,15.0,2022-100mb00000001354-5a766b041e0411,138.0,244,43,31.15,100.0,34.85,19.71,19.71,64.75,4.05,10.6,23.0,44.0,16.0,1.0,23,11,5.0,0.0,0.0,3.0,7,2.0,33.0,2.0,33/2,33/2,0,0.0,0,0,0.0,,2025,33.0,20685.0
Moeen Ali,0.0,Overseas,KKR,Kolkata Knight Riders,6,203.0,5,16.0,2019-100mb00000000206-501d92f644bb11,96.0,136,29,30.2,70.0,22.66,16.0,16.0,54.41,6.85,8.5,16.0,47.0,6.0,0.0,5,9,3.0,0.0,0.0,0.0,6,2.0,23.0,2.0,23/2,23/2,1,1.0,0,0,0.0,,2025,23.0,1735.0
Will Jacks,1.0,Overseas,MI,Mumbai Indians,13,203.0,8,17.0,2023-100mb00000001941-9401571cc40411,84.0,120,32,38.09,58.0,20.0,14.0,14.0,56.66,5.6,8.57,14.0,31.0,6.0,0.0,11,4,5.0,1.0,1.0,0.0,6,2.0,14.0,2.0,14/2,14/2,0,0.0,0,0,0.0,,2025,14.0,5629.0
Vignesh Puthur,1.0,Indian,MI,Mumbai Indians,5,203.0,5,17.0,2024-100mb00000003566-b0cbccf8abdb11,72.0,109,24,33.33,49.0,18.16,12.0,12.0,64.22,5.53,9.08,12.0,32.0,3.0,0.0,4,9,1.0,0.0,0.0,0.0,6,3.0,32.0,3.0,32/3,32/3,0,0.0,0,0,0.0,,2025,32.0,22266.0
Zeeshan Ansari,1.0,Indian,SRH,Sunrisers Hyderabad,10,203.0,10,20.0,2024-100mb00000003575-83bb5544abdf11,203.0,333,48,23.64,161.0,55.5,33.83,33.83,59.45,4.95,9.84,33.5,100.0,13.0,1.0,24,17,5.0,1.0,0.0,1.0,6,3.0,42.0,3.0,42/3,42/3,0,0.0,0,0,0.0,,2025,42.0,22007.0
Mohd Arshad Khan,0.0,Indian,GT,Gujarat Titans,9,203.0,9,35.0,2022-100mb00000000988-ad5c752aa44a11,126.0,217,49,38.88,87.0,36.16,21.0,21.0,71.88,3.7,10.33,21.0,37.0,7.0,0.0,24,10,9.0,1.0,0.0,3.0,6,1.0,7.0,1.0,7/1,7/1,0,0.0,0,0,0.0,,2025,7.0,20599.0
Mohammad Shami,1.0,Indian,SRH,Sunrisers Hyderabad,9,203.0,9,20.0,2018-100mb00000000047-1bfc8ff2f88b11,180.0,337,60,33.33,127.0,56.16,30.0,30.0,77.74,3.15,11.23,30.0,56.0,10.0,0.0,40,17,6.0,1.0,0.0,11.0,6,2.0,28.0,2.0,28/2,28/2,0,0.0,0,0,0.0,,2025,28.0,94.0
William O Rourke,1.0,Overseas,LSG,Lucknow Super Giants,3,203.0,3,77.0,2024-100mb00000003398-bea9776874df11,62.0,132,15,24.19,49.0,22.0,10.33,10.33,75.75,2.81,12.77,10.2,22.0,2.0,1.0,16,6,2.0,0.0,0.0,0.0,6,3.0,27.0,3.0,27/3,27/3,0,0.0,0,0,0.0,,2025,27.0,22385.0
Axar Patel,0.0,Indian,DC,Delhi Capitals,12,203.0,11,14.0,2019-100mb00000000110-79ae08f5449411,204.0,288,65,31.86,142.0,57.6,40.8,40.8,61.11,5.51,8.47,34.0,95.0,7.0,0.0,23,14,3.0,0.0,1.0,0.0,5,2.0,19.0,2.0,19/2,19/2,0,0.0,0,0,0.0,,2025,19.0,1113.0
Lockie Ferguson,1.0,Overseas,PBKS,Punjab Kings,4,203.0,4,15.0,2019-100mb00000000069-7aeb5c411e3711,68.0,104,28,41.17,48.0,20.8,13.6,13.6,59.61,5.66,9.17,11.2,25.0,3.0,0.0,5,7,8.0,0.0,0.0,3.0,5,2.0,37.0,2.0,37/2,37/2,0,0.0,0,0,0.0,,2025,37.0,3729.0
Harsh Dubey,0.0,Indian,SRH,Sunrisers Hyderabad,3,203.0,3,20.0,2022-100mb00000001494-00433266543911,60.0,98,18,30.0,43.0,19.6,12.0,12.0,65.3,5.0,9.8,10.0,27.0,3.0,0.0,4,8,1.0,0.0,0.0,0.0,5,3.0,34.0,3.0,34/3,34/3,0,0.0,0,0,0.0,,2025,34.0,22381.0
Romario Shepherd,1.0,Overseas,RCB,Royal Challengers Bengaluru,7,203.0,6,19.0,2019-100mb00000000371-481ee0be14fc11,66.0,121,22,33.33,49.0,24.2,13.2,13.2,74.38,3.66,11.0,11.0,24.0,3.0,0.0,9,9,5.0,0.0,0.0,5.0,5,2.0,14.0,2.0,14/2,14/2,0,0.0,0,0,0.0,,2025,14.0,20609.0
Mustafizur Rahman,0.0,Overseas,DC,Delhi Capitals,3,203.0,3,14.0,2019-100mb00000000258-e46e7f697acb11,66.0,87,23,34.84,43.0,21.75,16.5,16.5,55.17,6.6,7.9,11.0,27.0,6.0,0.0,6,4,0.0,0.0,0.0,0.0,4,3.0,33.0,3.0,33/3,33/3,0,0.0,0,0,0.0,,2025,33.0,1594.0
Glenn Maxwell,1.0,Overseas,PBKS,Punjab Kings,7,203.0,6,15.0,2018-100mb00000000028-acc7d0a3e99d11,78.0,110,28,35.89,54.0,27.5,19.5,19.5,60.0,5.57,8.46,13.0,32.0,4.0,0.0,9,5,4.0,0.0,0.0,1.0,4,1.0,5.0,1.0,5/1,5/1,0,0.0,0,0,0.0,,2025,5.0,282.0
Akash Singh,1.0,Indian,LSG,Lucknow Super Giants,3,203.0,3,77.0,2020-100mb00000000535-66ae8e79639911,67.0,99,20,29.85,47.0,24.75,16.75,16.75,66.66,4.18,8.86,11.1,29.0,2.0,0.0,15,1,0.0,0.0,0.0,0.0,4,2.0,30.0,2.0,30/2,30/2,0,0.0,0,0,0.0,,2025,30.0,12585.0
Aiden Markram,1.0,Overseas,LSG,Lucknow Super Giants,13,203.0,5,77.0,2019-100mb00000000287-ca1a6bb17ae311,66.0,102,15,22.72,53.0,25.5,16.5,16.5,52.94,6.6,9.27,11.0,36.0,5.0,0.0,3,7,2.0,0.0,0.0,0.0,4,2.0,30.0,2.0,30/2,30/2,0,0.0,0,0,0.0,,2025,30.0,1667.0
Lungisani Ngidi,1.0,Overseas,RCB,Royal Challengers Bengaluru,2,203.0,2,19.0,2019-100mb00000000099-b2d4548e43f611,48.0,81,13,27.08,35.0,20.25,12.0,12.0,64.19,4.36,10.12,8.0,19.0,5.0,0.0,7,4,0.0,0.0,0.0,0.0,4,3.0,30.0,3.0,30/3,30/3,0,0.0,0,0,0.0,,2025,30.0,3746.0
