Matches_bat,TotalRuns,Balls,Dotballs,StrikeRate_bat,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,Year,Matches_bowl,TotalRunsConceded,DotBallsBowled,ScoringBallsBowled,BowlingAverage,StrikeRate_bowl,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Wides,NoBalls,Wickets,Maidens,FourWickets,FiveWickets,Hattricks,TeamName_bat_Delhi Capitals,TeamName_bat_Gujarat Titans,TeamName_bat_Kolkata Knight Riders,TeamName_bat_Lucknow Super Giants,TeamName_bat_Mumbai Indians,TeamName_bat_Punjab Kings,TeamName_bat_Rajasthan Royals,TeamName_bat_Royal Challengers Bangalore,TeamName_bat_Royal Challengers Bengaluru,TeamName_bat_Sunrisers Hyderabad,TeamName_bat_Unknown,BattingAverage_0.0,BattingAverage_0.50,BattingAverage_1.0,BattingAverage_1.00,BattingAverage_1.33,BattingAverage_1.5,BattingAverage_1.50,BattingAverage_1.67,BattingAverage_1.75,BattingAverage_1.80,BattingAverage_10.00,BattingAverage_10.37,BattingAverage_10.50,BattingAverage_10.75,BattingAverage_11.00,BattingAverage_11.50,BattingAverage_11.8,BattingAverage_12.00,BattingAverage_12.20,BattingAverage_12.33,BattingAverage_12.50,BattingAverage_12.83,BattingAverage_13.00,BattingAverage_13.33,BattingAverage_13.75,BattingAverage_14.0,BattingAverage_14.00,BattingAverage_14.20,BattingAverage_14.25,BattingAverage_14.40,BattingAverage_14.43,BattingAverage_14.50,BattingAverage_14.67,BattingAverage_14.77,BattingAverage_15.00,BattingAverage_15.5,BattingAverage_15.50,BattingAverage_15.70,BattingAverage_15.75,BattingAverage_16.0,BattingAverage_16.13,BattingAverage_16.25,BattingAverage_16.33,BattingAverage_16.50,BattingAverage_16.55,BattingAverage_16.64,BattingAverage_16.71,BattingAverage_16.75,BattingAverage_17.0,BattingAverage_17.00,BattingAverage_17.20,BattingAverage_17.25,BattingAverage_17.71,BattingAverage_17.75,BattingAverage_17.77,BattingAverage_18.00,BattingAverage_18.14,BattingAverage_18.17,BattingAverage_18.20,BattingAverage_18.4,BattingAverage_18.50,BattingAverage_18.66,BattingAverage_18.75,BattingAverage_18.83,BattingAverage_19.0,BattingAverage_19.00,BattingAverage_19.25,BattingAverage_19.50,BattingAverage_19.67,BattingAverage_2.0,BattingAverage_2.00,BattingAverage_2.33,BattingAverage_2.50,BattingAverage_20.00,BattingAverage_20.13,BattingAverage_20.29,BattingAverage_20.33,BattingAverage_20.40,BattingAverage_20.50,BattingAverage_20.64,BattingAverage_20.85,BattingAverage_20.91,BattingAverage_21.0,BattingAverage_21.00,BattingAverage_21.11,BattingAverage_21.50,BattingAverage_21.71,BattingAverage_21.85,BattingAverage_22.00,BattingAverage_22.12,BattingAverage_22.2,BattingAverage_22.20,BattingAverage_22.25,BattingAverage_22.29,BattingAverage_22.33,BattingAverage_22.50,BattingAverage_22.55,BattingAverage_22.75,BattingAverage_22.80,BattingAverage_22.88,BattingAverage_22.89,BattingAverage_23.00,BattingAverage_23.25,BattingAverage_23.29,BattingAverage_23.30,BattingAverage_23.33,BattingAverage_23.66,BattingAverage_23.67,BattingAverage_23.75,BattingAverage_23.77,BattingAverage_23.80,BattingAverage_23.83,BattingAverage_23.89,BattingAverage_23.93,BattingAverage_24.14,BattingAverage_24.33,BattingAverage_24.38,BattingAverage_24.40,BattingAverage_24.44,BattingAverage_24.75,BattingAverage_24.91,BattingAverage_25.0,BattingAverage_25.00,BattingAverage_25.08,BattingAverage_25.12,BattingAverage_25.14,BattingAverage_25.5,BattingAverage_25.60,BattingAverage_25.67,BattingAverage_25.80,BattingAverage_26.0,BattingAverage_26.00,BattingAverage_26.10,BattingAverage_26.38,BattingAverage_26.57,BattingAverage_26.62,BattingAverage_27.00,BattingAverage_27.25,BattingAverage_27.29,BattingAverage_27.38,BattingAverage_27.44,BattingAverage_27.5,BattingAverage_27.60,BattingAverage_27.77,BattingAverage_27.80,BattingAverage_28.0,BattingAverage_28.00,BattingAverage_28.50,BattingAverage_28.75,BattingAverage_28.86,BattingAverage_28.88,BattingAverage_28.90,BattingAverage_28.91,BattingAverage_29.00,BattingAverage_29.14,BattingAverage_29.15,BattingAverage_29.25,BattingAverage_29.38,BattingAverage_29.83,BattingAverage_29.86,BattingAverage_3.0,BattingAverage_3.00,BattingAverage_3.2,BattingAverage_3.50,BattingAverage_3.6,BattingAverage_30.0,BattingAverage_30.13,BattingAverage_30.33,BattingAverage_30.38,BattingAverage_30.43,BattingAverage_30.50,BattingAverage_30.60,BattingAverage_30.62,BattingAverage_30.80,BattingAverage_30.85,BattingAverage_31.00,BattingAverage_31.07,BattingAverage_31.20,BattingAverage_31.25,BattingAverage_31.38,BattingAverage_31.50,BattingAverage_31.53,BattingAverage_31.70,BattingAverage_31.88,BattingAverage_32.15,BattingAverage_32.18,BattingAverage_32.21,BattingAverage_32.33,BattingAverage_32.38,BattingAverage_32.4,BattingAverage_32.50,BattingAverage_32.70,BattingAverage_32.86,BattingAverage_32.90,BattingAverage_33.33,BattingAverage_33.5,BattingAverage_33.67,BattingAverage_34.23,BattingAverage_34.80,BattingAverage_34.87,BattingAverage_34.88,BattingAverage_35.00,BattingAverage_35.18,BattingAverage_35.26,BattingAverage_35.3,BattingAverage_35.63,BattingAverage_35.92,BattingAverage_36.0,BattingAverage_36.00,BattingAverage_36.09,BattingAverage_36.25,BattingAverage_36.28,BattingAverage_36.29,BattingAverage_36.42,BattingAverage_37.0,BattingAverage_37.00,BattingAverage_37.08,BattingAverage_37.20,BattingAverage_37.55,BattingAverage_38.25,BattingAverage_38.33,BattingAverage_38.87,BattingAverage_39.50,BattingAverage_39.55,BattingAverage_39.89,BattingAverage_39.92,BattingAverage_4.0,BattingAverage_4.00,BattingAverage_4.5,BattingAverage_4.50,BattingAverage_4.66,BattingAverage_4.75,BattingAverage_40.33,BattingAverage_40.81,BattingAverage_41.11,BattingAverage_41.50,BattingAverage_41.60,BattingAverage_42.00,BattingAverage_42.14,BattingAverage_42.25,BattingAverage_42.75,BattingAverage_42.88,BattingAverage_43.00,BattingAverage_43.67,BattingAverage_44.27,BattingAverage_44.86,BattingAverage_45.21,BattingAverage_45.35,BattingAverage_46.25,BattingAverage_47.63,BattingAverage_47.91,BattingAverage_48.00,BattingAverage_48.08,BattingAverage_49.78,BattingAverage_5.00,BattingAverage_5.33,BattingAverage_5.43,BattingAverage_5.75,BattingAverage_50.00,BattingAverage_50.22,BattingAverage_51.0,BattingAverage_51.69,BattingAverage_51.71,BattingAverage_52.75,BattingAverage_53.00,BattingAverage_53.6,BattingAverage_54.00,BattingAverage_54.21,BattingAverage_54.8,BattingAverage_55.00,BattingAverage_57.53,BattingAverage_59.78,BattingAverage_6.0,BattingAverage_6.00,BattingAverage_6.50,BattingAverage_6.67,BattingAverage_6.8,BattingAverage_62.33,BattingAverage_62.38,BattingAverage_68.71,BattingAverage_69.00,BattingAverage_7.0,BattingAverage_7.00,BattingAverage_7.33,BattingAverage_7.5,BattingAverage_7.72,BattingAverage_7.80,BattingAverage_8.0,BattingAverage_8.00,BattingAverage_8.25,BattingAverage_8.4,BattingAverage_8.42,BattingAverage_8.50,BattingAverage_8.60,BattingAverage_8.75,BattingAverage_8.8,BattingAverage_9.0,BattingAverage_9.00,BattingAverage_9.4,BattingAverage_9.40,BattingAverage_9.60,BattingAverage_9.67,BattingAverage_Unknown,HighestScore_1,HighestScore_1*,HighestScore_10,HighestScore_100*,HighestScore_101,HighestScore_101*,HighestScore_103,HighestScore_104,HighestScore_104*,HighestScore_105*,HighestScore_107*,HighestScore_108*,HighestScore_11,HighestScore_11*,HighestScore_116,HighestScore_12,HighestScore_12*,HighestScore_124,HighestScore_124*,HighestScore_13,HighestScore_13*,HighestScore_14,HighestScore_14*,HighestScore_140*,HighestScore_15,HighestScore_15*,HighestScore_16,HighestScore_16*,HighestScore_17,HighestScore_17*,HighestScore_18,HighestScore_18*,HighestScore_19,HighestScore_19*,HighestScore_2,HighestScore_2*,HighestScore_20,HighestScore_20*,HighestScore_21,HighestScore_21*,HighestScore_22,HighestScore_23,HighestScore_23*,HighestScore_25,HighestScore_25*,HighestScore_26,HighestScore_26*,HighestScore_27,HighestScore_27*,HighestScore_28,HighestScore_29*,HighestScore_3,HighestScore_3*,HighestScore_30,HighestScore_31,HighestScore_32,HighestScore_32*,HighestScore_33,HighestScore_33*,HighestScore_34,HighestScore_34*,HighestScore_35,HighestScore_36,HighestScore_36*,HighestScore_37*,HighestScore_38,HighestScore_38*,HighestScore_39,HighestScore_39*,HighestScore_4,HighestScore_4*,HighestScore_40,HighestScore_41,HighestScore_41*,HighestScore_42,HighestScore_42*,HighestScore_43,HighestScore_43*,HighestScore_44,HighestScore_44*,HighestScore_45,HighestScore_45*,HighestScore_46,HighestScore_46*,HighestScore_47,HighestScore_48,HighestScore_48*,HighestScore_49,HighestScore_49*,HighestScore_5,HighestScore_5*,HighestScore_50,HighestScore_50*,HighestScore_51,HighestScore_51*,HighestScore_52,HighestScore_53,HighestScore_53*,HighestScore_54,HighestScore_55,HighestScore_55*,HighestScore_56,HighestScore_56*,HighestScore_57,HighestScore_58,HighestScore_58*,HighestScore_59,HighestScore_59*,HighestScore_6,HighestScore_6*,HighestScore_60,HighestScore_60*,HighestScore_61,HighestScore_62,HighestScore_62*,HighestScore_63,HighestScore_63*,HighestScore_64,HighestScore_64*,HighestScore_65,HighestScore_65*,HighestScore_66,HighestScore_66*,HighestScore_67,HighestScore_67*,HighestScore_68,HighestScore_68*,HighestScore_69,HighestScore_7,HighestScore_7*,HighestScore_70,HighestScore_71*,HighestScore_72,HighestScore_73,HighestScore_74,HighestScore_75,HighestScore_75*,HighestScore_76,HighestScore_76*,HighestScore_77,HighestScore_78,HighestScore_78*,HighestScore_79*,HighestScore_8,HighestScore_8*,HighestScore_80*,HighestScore_81,HighestScore_81*,HighestScore_82*,HighestScore_83,HighestScore_84*,HighestScore_85,HighestScore_85*,HighestScore_87,HighestScore_87*,HighestScore_88,HighestScore_88*,HighestScore_89,HighestScore_89*,HighestScore_9,HighestScore_9*,HighestScore_91*,HighestScore_92,HighestScore_92*,HighestScore_93,HighestScore_94,HighestScore_94*,HighestScore_95,HighestScore_95*,HighestScore_96,HighestScore_97*,HighestScore_Unknown,TeamName_bowl_Delhi Capitals,TeamName_bowl_Gujarat Titans,TeamName_bowl_Kolkata Knight Riders,TeamName_bowl_Lucknow Super Giants,TeamName_bowl_Mumbai Indians,TeamName_bowl_Punjab Kings,TeamName_bowl_Rajasthan Royals,TeamName_bowl_Royal Challengers Bangalore,TeamName_bowl_Royal Challengers Bengaluru,TeamName_bowl_Sunrisers Hyderabad,TeamName_bowl_Unknown,Team Name_Delhi Capitals,Team Name_Delhi Daredevils,Team Name_Durban's Super Giants,Team Name_Gujarat Titans,Team Name_Joburg Super Kings,Team Name_Kolkata Knight Riders,Team Name_Lucknow Supergiants,Team Name_MI Cape Town,Team Name_Mumbai Indians,Team Name_Pretoria Capitals,Team Name_Punjab Kings,Team Name_Rajasthan Royals,Team Name_Royal Challengers Bangalore,Team Name_Sunrisers Eastern Cape,Team Name_Sunrisers Hyderabad,Price_0.2,Price_0.2 crore,Price_0.20 crore,Price_0.3,Price_0.3 crore,Price_0.4,Price_0.4 crore,Price_0.45 crore,Price_0.5,Price_0.5 crore,Price_0.55,Price_0.6,Price_0.6 crore,Price_0.65,Price_0.65 crore,Price_0.7,Price_0.7 crore,Price_0.75,Price_0.75 crore,Price_0.95,Price_0.95 crore,Price_1 crore,"Price_1,00,00,000","Price_1,20,00,000","Price_1,50,00,000",Price_1.0,Price_1.0 crore,Price_1.00 crore,Price_1.1,Price_1.1 crore,Price_1.2,Price_1.2 crore,Price_1.3,Price_1.3 crore,Price_1.4,Price_1.4 crore,Price_1.5,Price_1.5 crore,Price_1.6,Price_1.6 crore,Price_1.7 crore,Price_1.70 crore,Price_1.8 crore,Price_1.9,Price_1.9 crore,Price_1.90 crore,Price_10 crore,Price_10.0,Price_10.75,Price_10.75 crore,Price_11 crore,Price_11.0 crore,Price_11.5,Price_11.5 crore,Price_12 crore,Price_12.25,Price_12.5 crore,Price_13 crore,Price_13.25 crore,Price_14 crore,"Price_14,00,00,000","Price_14,25,00,000",Price_15 crore,"Price_15,00,00,000",Price_15.25,Price_15.75 crore,Price_16 crore,Price_17.5 crore,Price_18 crore,Price_18.5 crore,Price_2 crore,"Price_2,00,00,000","Price_2,40,00,000",Price_2.0,Price_2.2 crore,Price_2.4,Price_2.4 crore,Price_2.5 crore,Price_2.6,Price_2.6 crore,Price_2.8,Price_2.8 crore,Price_20 crore,"Price_20,00,000",Price_21 crore,Price_23 crore,Price_23.75 crore,Price_3 crore,"Price_3,20,00,000",Price_3.0,Price_3.2,Price_3.2 crore,Price_3.4,Price_3.4 crore,Price_3.6,Price_3.8,Price_3.8 crore,Price_30 crore,Price_4 crore,"Price_4,20,00,000","Price_4,40,00,000","Price_4,80,00,000",Price_4.0,Price_4.00 crore,Price_4.2,Price_4.2 crore,Price_4.4,Price_4.4 crore,Price_4.6,Price_4.6 crore,Price_4.8 crore,Price_5 crore,"Price_5,00,00,000","Price_5,25,00,000",Price_5.0 crore,Price_5.25,Price_5.25 crore,Price_5.4 crore,Price_5.40 crore,Price_5.5,Price_5.5 crore,Price_5.50 crore,Price_5.75,Price_50 crore,Price_6 crore,Price_6.0,Price_6.00 crore,Price_6.2 crore,Price_6.25,Price_6.25 crore,Price_6.4 crore,Price_6.5,Price_6.5 crore,Price_6.75,Price_7 crore,"Price_7,00,00,000",Price_7.0,Price_7.2 crore,Price_7.25,Price_7.4 crore,Price_7.5 crore,Price_7.75,Price_7.75 crore,"Price_75,00,000",Price_8 crore,"Price_8,00,00,000",Price_8.0,Price_8.25,Price_8.25 crore,Price_8.5,Price_8.5 crore,Price_8.75,Price_8.75 crore,Price_9 crore,Price_9.0,Price_9.2 crore,Price_9.25,Price_9.25 crore,Price_9.5 crore
5.0,4.0,5.0,0.0,80.0,0.0,0.0,2.0,0.0,0.0,0.0,2021,5.0,127.0,53.0,0.0,18.14,17.14,0.0,0.0,6.35,20.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.0,527.0,373.0,106.0,141.28,48.0,16.0,11.0,1.0,2.0,1.0,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7.0,139.0,98.0,36.0,141.83,10.0,6.0,5.0,2.0,1.0,0.0,2023,7.0,119.0,20.0,55.0,39.66,24.0,63.86,4.23,9.91,12.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,306.0,212.0,72.0,144.33,16.0,21.0,8.0,5.0,2.0,0.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
