Player Name,Team Name,Price,Year,Price_Cr
Washington sundar,Gujarat Titans,3.2 crore,2025,3.2
Sherfane rutherford,Gujarat Titans,2.6 crore,2025,2.6
Gerald Coetzee,Gujarat Titans,2.4 crore,2025,2.4
Glenn Phillips,Gujarat Titans,2 crore,2025,2.0
Sai Kishore,Gujarat Titans,2 crore,2025,2.0
Mahipal lomror,Gujarat Titans,1.7 crore,2025,1.7
Gurnoor Singh Brar,Gujarat Titans,1.3 crore,2025,1.3
Mohd. Arshad Khan,Gujarat Titans,1.3 crore,2025,1.3
Ishant sharma,Gujarat Titans,0.75 crore,2025,0.75
Jayant yadav,Gujarat Titans,0.75 crore,2025,0.75
Karim Janat,Gujarat Titans,0.75 crore,2025,0.75
Kumar Kushagra,Gujarat Titans,0.65 crore,2025,0.65
Anuj Rawat,Gujarat Titans,0.3 crore,2025,0.3
Manav Suthar,Gujarat Titans,0.3 crore,2025,0.3
Nishant Sindhu,Gujarat Titans,0.3 crore,2025,0.3
Venkatesh Iyer,Kolkata Knight Riders,23.75 crore,2025,23.75
Rinku singh,Kolkata Knight Riders,13 crore,2025,13.0
Andre russell,Kolkata Knight Riders,12 crore,2025,12.0
Sunil narine,Kolkata Knight Riders,12 crore,2025,12.0
Varun chakravarthy,Kolkata Knight Riders,12 crore,2025,12.0
Anrich Nortje,Kolkata Knight Riders,6.5 crore,2025,6.5
Harshit Rana,Kolkata Knight Riders,4 crore,2025,4.0
Ramandeep Singh,Kolkata Knight Riders,4 crore,2025,4.0
Quinton de Kock,Kolkata Knight Riders,3.6 crore,2025,3.6
Angkrish Raghuvanshi,Kolkata Knight Riders,3 crore,2025,3.0
Spencer Johnson,Kolkata Knight Riders,2.8 crore,2025,2.8
Moeen Ali,Kolkata Knight Riders,2 crore,2025,2.0
Rahmanullah Gurbaz,Kolkata Knight Riders,2 crore,2025,2.0
Vaibhav Arora,Kolkata Knight Riders,1.8 crore,2025,1.8
Ajinkya rahane,Kolkata Knight Riders,1.5 crore,2025,1.5
Rovman powell,Kolkata Knight Riders,1.5 crore,2025,1.5
Mayank markande,Kolkata Knight Riders,0.3 crore,2025,0.3
Rishabh pant,Lucknow Supergiants,27 crore,2025,27.0
Nicholas Pooran,Lucknow Supergiants,21 crore,2025,21.0
Mayank Yadav,Lucknow Supergiants,11 crore,2025,11.0
Ravi Bishnoi,Lucknow Supergiants,11 crore,2025,11.0
Avesh khan,Lucknow Supergiants,9.75 crore,2025,9.75
David Miller,Lucknow Supergiants,7.5 crore,2025,7.5
Abdul Samad,Lucknow Supergiants,4.2 crore,2025,4.2
Ayush Badoni,Lucknow Supergiants,4 crore,2025,4.0
Mitchell marsh,Lucknow Supergiants,3.4 crore,2025,3.4
Aiden Markram,Lucknow Supergiants,2 crore,2025,2.0
Aryan Juyal,Lucknow Supergiants,0.3 crore,2025,0.3
Jasprit bumrah,Mumbai Indians,18 crore,2025,18.0
Hardik pandya,Mumbai Indians,16.35 crore,2025,16.35
Rohit sharma,Mumbai Indians,16.3 crore,2025,16.3
Suryakumar yadav,Mumbai Indians,16.35 crore,2025,16.35
Trent boult,Mumbai Indians,12.5 crore,2025,12.5
Deepak chahar,Mumbai Indians,9.5 crore,2025,9.5
Tilak Varma,Mumbai Indians,8 crore,2025,8.0
Naman Dhir,Mumbai Indians,5.25 crore,2025,5.25
Will Jacks,Mumbai Indians,5.25 crore,2025,5.25
Mitchell santner,Mumbai Indians,2 crore,2025,2.0
Reece Topley,Mumbai Indians,0.75 crore,2025,0.75
Robin Minz,Mumbai Indians,0.65 crore,2025,0.65
Karan Sharma,Mumbai Indians,0.5 crore,2025,0.5
Shreyas iyer,Punjab Kings,26.75 crore,2025,26.75
Arshdeep singh,Punjab Kings,18 crore,2025,18.0
Yuzvendra chahal,Punjab Kings,18 crore,2025,18.0
Marcus Stoinis,Punjab Kings,11 crore,2025,11.0
Marco Jansen,Punjab Kings,7 crore,2025,7.0
Malsha Tharupathi,Punjab Kings,5.5 crore,2025,5.5
Glenn maxwell,Punjab Kings,4.2 crore,2025,4.2
Nehal Wadhera,Punjab Kings,4.2 crore,2025,4.2
Simran singh,Punjab Kings,4 crore,2025,4.0
Lockie ferguson,Punjab Kings,2 crore,2025,2.0
Vijaykumar Vyshak,Punjab Kings,1.8 crore,2025,1.8
Yash Thakur,Punjab Kings,1.6 crore,2025,1.6
Harpreet brar,Punjab Kings,1.5 crore,2025,1.5
Vishnu vinod,Punjab Kings,0.95 crore,2025,0.95
Sanju samson,Rajasthan Royals,18 crore,2025,18.0
Yashasvi Jaiswal,Rajasthan Royals,18 crore,2025,18.0
Dhruv Jurel,Rajasthan Royals,14 crore,2025,14.0
Riyan parag,Rajasthan Royals,14 crore,2025,14.0
Jofra Archer,Rajasthan Royals,12.5 crore,2025,12.5
Shimron hetmyer,Rajasthan Royals,11 crore,2025,11.0
Tushar Deshpande,Rajasthan Royals,6.5 crore,2025,6.5
Wanindu Hasaranga,Rajasthan Royals,5.25 crore,2025,5.25
Maheesh Theekshana,Rajasthan Royals,4.4 crore,2025,4.4
Nitish rana,Rajasthan Royals,4.2 crore,2025,4.2
Sandeep sharma,Rajasthan Royals,4 crore,2025,4.0
Akash Madhwal,Rajasthan Royals,1.2 crore,2025,1.2
Vaibhav Suryavanshi,Rajasthan Royals,1.1 crore,2025,1.1
Kumar Kartikeya,Rajasthan Royals,0.3 crore,2025,0.3
Virat kohli,Royal Challengers Bangalore,21 crore,2025,21.0
Josh Hazlewood,Royal Challengers Bangalore,12.5 crore,2025,12.5
Phil Salt,Royal Challengers Bangalore,11.5 crore,2025,11.5
Jitesh Sharma,Royal Challengers Bangalore,11 crore,2025,11.0
Rajat Patidar,Royal Challengers Bangalore,11 crore,2025,11.0
Bhuvneshwar kumar,Royal Challengers Bangalore,10.75 crore,2025,10.75
Liam Livingstone,Royal Challengers Bangalore,8.75 crore,2025,8.75
Rasikh dar,Royal Challengers Bangalore,6 crore,2025,6.0
Krunal pandya,Royal Challengers Bangalore,5.75 crore,2025,5.75
Yash Dayal,Royal Challengers Bangalore,5 crore,2025,5.0
Tim David,Royal Challengers Bangalore,3 crore,2025,3.0
Suyash Sharma,Royal Challengers Bangalore,2.6 crore,2025,2.6
Devdutt Padikkal,Royal Challengers Bangalore,2 crore,2025,2.0
Heinrich Klaasen,Sunrisers Hyderabad,23 crore,2025,23.0
Patrick cummins,Sunrisers Hyderabad,18 crore,2025,18.0
Abhishek sharma,Sunrisers Hyderabad,14 crore,2025,14.0
Travis head,Sunrisers Hyderabad,14 crore,2025,14.0
Ishan kishan,Sunrisers Hyderabad,11.25 crore,2025,11.25
Mohammad shami,Sunrisers Hyderabad,10 crore,2025,10.0
Harshal patel,Sunrisers Hyderabad,8 crore,2025,8.0
Nitish Kumar Reddy,Sunrisers Hyderabad,6 crore,2025,6.0
Abhinav Manohar,Sunrisers Hyderabad,3.2 crore,2025,3.2
Rahul chahar,Sunrisers Hyderabad,3.2 crore,2025,3.2
Adam zampa,Sunrisers Hyderabad,2.4 crore,2025,2.4
Simarjeet Singh,Sunrisers Hyderabad,1.5 crore,2025,1.5
Atharva Taide,Sunrisers Hyderabad,0.3 crore,2025,0.3
