Player Name,Team Name,Price,Year,Price_Cr
Mark wood,Lucknow Supergiants,7.5 crore,2023,7.5
Quinton de Kock,Lucknow Supergiants,6.75 crore,2023,6.75
Deepak hooda,Lucknow Supergiants,5.75 crore,2023,5.75
Ravi Bishnoi,Lucknow Supergiants,4 crore,2023,4.0
Krishnappa gowtham,Lucknow Supergiants,0.9 crore,2023,0.9
Amit mishra,Lucknow Supergiants,0.5 crore,2023,0.5
Jaydev unadkat,Lucknow Supergiants,0.5 crore,2023,0.5
Kyle Mayers,Lucknow Supergiants,0.5 crore,2023,0.5
Naveen-ul-Haq,Lucknow Supergiants,0.5 crore,2023,0.5
Romario Shepherd,Lucknow Supergiants,0.5 crore,2023,0.5
Yash Thakur,Lucknow Supergiants,0.45 crore,2023,0.45
Manan vohra,Lucknow Supergiants,0.20 crore,2023,0.2
Prerak Mankad,Lucknow Supergiants,0.2 crore,2023,0.2
Swapnil singh,Lucknow Supergiants,0.2 crore,2023,0.2
Yudhvir Singh,Lucknow Supergiants,0.2 crore,2023,0.2
Ayush Badoni,Lucknow Supergiants,0.2 crore,2023,0.2
Sameer Rizvi,Lucknow Supergiants,0.20 crore,2023,0.2
Daniel Sams,Lucknow Supergiants,0 crore,2023,0.0
Arjun Tendulkar,Mumbai Indians,30 crore,2023,30.0
Cameron Green,Mumbai Indians,17.5 crore,2023,17.5
Rohit sharma,Mumbai Indians,16 crore,2023,16.0
Ishan kishan,Mumbai Indians,15.25 crore,2023,15.25
Tim David,Mumbai Indians,8.25 crore,2023,8.25
Jofra Archer,Mumbai Indians,8 crore,2023,8.0
Suryakumar yadav,Mumbai Indians,8 crore,2023,8.0
Dewald Brevis,Mumbai Indians,3 crore,2023,3.0
Chris jordan,Mumbai Indians,2 crore,2023,2.0
Tilak Varma,Mumbai Indians,1.70 crore,2023,1.7
Jason behrendorff,Mumbai Indians,1.50 crore,2023,1.5
Riley Meredith,Mumbai Indians,1.5 crore,2023,1.5
Jhye Richardson,Mumbai Indians,1.5 crore,2023,1.5
Piyush chawla,Mumbai Indians,0.5 crore,2023,0.5
Duan Jansen,Mumbai Indians,0.2 crore,2023,0.2
Kumar Kartikeya,Mumbai Indians,0.2 crore,2023,0.2
Nehal Wadhera,Mumbai Indians,0.2 crore,2023,0.2
Raghav Goyal,Mumbai Indians,0.2 crore,2023,0.2
Vishnu vinod,Mumbai Indians,0.2 crore,2023,0.2
Tristan Stubbs,Mumbai Indians,0.2 crore,2023,0.2
Arshad Khan,Mumbai Indians,0.2 crore,2023,0.2
Hrithik Shokeen,Mumbai Indians,0.2 crore,2023,0.2
Ramandeep Singh,Mumbai Indians,0.2 crore,2023,0.2
Akash Mandwaal,Mumbai Indians,0 crore,2023,0.0
Jitesh Sharma,Punjab Kings,20 crore,2023,20.0
Sam Curran,Punjab Kings,18.5 crore,2023,18.5
Liam Livingstone,Punjab Kings,11.5 crore,2023,11.5
Kagiso Rabada,Punjab Kings,9.25 crore,2023,9.25
Shahrukh Khan,Punjab Kings,9 crore,2023,9.0
Shikhar dhawan,Punjab Kings,8.25 crore,2023,8.25
Rahul chahar,Punjab Kings,5.25 crore,2023,5.25
Arshdeep singh,Punjab Kings,4 crore,2023,4.0
Harpreet brar,Punjab Kings,3.8 crore,2023,3.8
Nathan Ellis,Punjab Kings,0.75 crore,2023,0.75
Simran singh,Punjab Kings,0.6 crore,2023,0.6
Rishi dhawan,Punjab Kings,0.55 crore,2023,0.55
Bhanuka Rajapaksa,Punjab Kings,0.5 crore,2023,0.5
Sikandar Raza,Punjab Kings,0.5 crore,2023,0.5
Atharva Taide,Punjab Kings,0.2 crore,2023,0.2
Gurnoor Brar,Punjab Kings,0.2 crore,2023,0.2
Harpreet singh,Punjab Kings,0.2 crore,2023,0.2
Mohit Rathee,Punjab Kings,0.2 crore,2023,0.2
Matthew Short,Punjab Kings,0 crore,2023,0.0
Kuldeep Sen,Rajasthan Royals,20 crore,2023,20.0
Sanju samson,Rajasthan Royals,14 crore,2023,14.0
Jos Buttler,Rajasthan Royals,10 crore,2023,10.0
Shimron hetmyer,Rajasthan Royals,8.5 crore,2023,8.5
Trent boult,Rajasthan Royals,8 crore,2023,8.0
Devdutt Padikkal,Rajasthan Royals,7.75 crore,2023,7.75
Yuzvendra chahal,Rajasthan Royals,6.5 crore,2023,6.5
Jason holder,Rajasthan Royals,5.75 crore,2023,5.75
Ravichandran ashwin,Rajasthan Royals,5 crore,2023,5.0
Yashasvi Jaiswal,Rajasthan Royals,4.00 crore,2023,4.0
Riyan parag,Rajasthan Royals,3.8 crore,2023,3.8
Navdeep saini,Rajasthan Royals,2 crore,2023,2.0
Adam zampa,Rajasthan Royals,1.5 crore,2023,1.5
Joe Root,Rajasthan Royals,1 crore,2023,1.0
Obed McCoy,Rajasthan Royals,1 crore,2023,1.0
Sandeep sharma,Rajasthan Royals,0.5 crore,2023,0.5
Km asif,Rajasthan Royals,0.3 crore,2023,0.3
Abdul Basith,Rajasthan Royals,0.2 crore,2023,0.2
Dhruv Jurel,Rajasthan Royals,0.2 crore,2023,0.2
Kuldip Yadav,Rajasthan Royals,0.2 crore,2023,0.2
Murugan ashwin,Rajasthan Royals,0.2 crore,2023,0.2
Virat kohli,Royal Challengers Bangalore,15 crore,2023,15.0
Glenn maxwell,Royal Challengers Bangalore,11 crore,2023,11.0
Harshal patel,Royal Challengers Bangalore,10.75 crore,2023,10.75
Wanindu Hasaranga,Royal Challengers Bangalore,10.75 crore,2023,10.75
Josh Hazlewood,Royal Challengers Bangalore,7.75 crore,2023,7.75
Faf du Plessis,Royal Challengers Bangalore,7 crore,2023,7.0
Mohammed siraj,Royal Challengers Bangalore,7 crore,2023,7.0
Dinesh karthik,Royal Challengers Bangalore,5.5 crore,2023,5.5
Mohammad Ali,Royal Challengers Bangalore,3.4 crore,2023,3.4
Shahbaz Ahmed,Royal Challengers Bangalore,2.4 crore,2023,2.4
David willey,Royal Challengers Bangalore,2 crore,2023,2.0
Reece Topley,Royal Challengers Bangalore,1.9 crore,2023,1.9
Kedar jadhav,Royal Challengers Bangalore,1 crore,2023,1.0
Michael Bracewell,Royal Challengers Bangalore,1 crore,2023,1.0
Mahipal lomror,Royal Challengers Bangalore,0.95 crore,2023,0.95
Karn sharma,Royal Challengers Bangalore,0.5 crore,2023,0.5
Suyash Prabhudessai,Royal Challengers Bangalore,0.3 crore,2023,0.3
Akash Deep,Royal Challengers Bangalore,0.2 crore,2023,0.2
Sonu Yadav,Royal Challengers Bangalore,0.2 crore,2023,0.2
Vijaykumar Vyshak,Royal Challengers Bangalore,0.2 crore,2023,0.2
Wayne Parnell,Royal Challengers Bangalore,0 crore,2023,0.0
Harry Brook,Sunrisers Hyderabad,13.25 crore,2023,13.25
Washington sundar,Sunrisers Hyderabad,8.75 crore,2023,8.75
Rahul tripathi,Sunrisers Hyderabad,8.5 crore,2023,8.5
Mayank agarwal,Sunrisers Hyderabad,8.25 crore,2023,8.25
Abhishek sharma,Sunrisers Hyderabad,6.5 crore,2023,6.5
Heinrich Klaasen,Sunrisers Hyderabad,5.25 crore,2023,5.25
Bhuvneshwar kumar,Sunrisers Hyderabad,4.2 crore,2023,4.2
Kartik Tyagi,Sunrisers Hyderabad,4 crore,2023,4.0
Abdul Samad,Sunrisers Hyderabad,4 crore,2023,4.0
T natarajan,Sunrisers Hyderabad,4 crore,2023,4.0
Umran Malik,Sunrisers Hyderabad,4 crore,2023,4.0
Aiden Markram,Sunrisers Hyderabad,2.6 crore,2023,2.6
Vivrant Sharma,Sunrisers Hyderabad,2.6 crore,2023,2.6
Adil Rashid,Sunrisers Hyderabad,2 crore,2023,2.0
Mayank dagar,Sunrisers Hyderabad,1.8 crore,2023,1.8
Glenn Phillips,Sunrisers Hyderabad,1.5 crore,2023,1.5
Akeal Hosein,Sunrisers Hyderabad,1 crore,2023,1.0
Fazal Haque,Sunrisers Hyderabad,0.50 crore,2023,0.5
Mayank markande,Sunrisers Hyderabad,0.5 crore,2023,0.5
Marco Jansen,Sunrisers Hyderabad,0.5 crore,2023,0.5
Anmolpreet singh,Sunrisers Hyderabad,0.2 crore,2023,0.2
Nitish Kumar Reddy,Sunrisers Hyderabad,0.2 crore,2023,0.2
Sanvir Singh,Sunrisers Hyderabad,0.2 crore,2023,0.2
Ravindra jadeja,Chennai Super Kings,16 crore,2024,16.0
Daryl Mitchell,Chennai Super Kings,14 crore,2024,14.0
Deepak chahar,Chennai Super Kings,14 crore,2024,14.0
Ms dhoni,Chennai Super Kings,12 crore,2024,12.0
Moeen Ali,Chennai Super Kings,8 crore,2024,8.0
Shivam dube,Chennai Super Kings,6 crore,2024,6.0
Ruturaj Gaikwad,Chennai Super Kings,6 crore,2024,6.0
Shardul thakur,Chennai Super Kings,4 crore,2024,4.0
Mustafizur rahman,Chennai Super Kings,2 crore,2024,2.0
Mitchell santner,Chennai Super Kings,1.9 crore,2024,1.9
Rachin Ravindra,Chennai Super Kings,1.8 crore,2024,1.8
Rajvardhan Hangargekar,Chennai Super Kings,1.5 crore,2024,1.5
Devon Conway,Chennai Super Kings,1 crore,2024,1.0
Maheesh Theekshana,Chennai Super Kings,0.7 crore,2024,0.7
Ajinkya rahane,Chennai Super Kings,0.5 crore,2024,0.5
Sameer Rizvi,Chennai Super Kings,0.2 crore,2024,0.2
Ajay Mandal,Chennai Super Kings,0.2 crore,2024,0.2
Aravelly Avanish,Chennai Super Kings,0.2 crore,2024,0.2
Nishant Sindhu,Chennai Super Kings,0.2 crore,2024,0.2
Prashant Solanki,Chennai Super Kings,0.2 crore,2024,0.2
Simarjeet Singh,Chennai Super Kings,0.2 crore,2024,0.2
Matheesha Pathirana,Chennai Super Kings,0.2 crore,2024,0.2
Mukesh Choudhary,Chennai Super Kings,0.2 crore,2024,0.2
Shaik Rasheed,Chennai Super Kings,0.2 crore,2024,0.2
Tushar Deshpande,Chennai Super Kings,0.2 crore,2024,0.2
Rishabh pant,Delhi Capitals,16 crore,2024,16.0
Prithvi shaw,Delhi Capitals,8 crore,2024,8.0
Mitchell marsh,Delhi Capitals,6.5 crore,2024,6.5
David warner,Delhi Capitals,6.25 crore,2024,6.25
Mukesh Kumar,Delhi Capitals,5.50 crore,2024,5.5
Khaleel ahmed,Delhi Capitals,5.2 crore,2024,5.2
Jhye Richardson,Delhi Capitals,5 crore,2024,5.0
Rasikh salam,Delhi Capitals,3 crore,2024,3.0
Vicky Ostwal,Delhi Capitals,2.00 crore,2024,2.0
Kuldeep yadav,Delhi Capitals,2 crore,2024,2.0
Abishek Porel,Delhi Capitals,1.0 crore,2024,1.0
Shai Hope,Delhi Capitals,0.75 crore,2024,0.75
AM Ghazanfar,Delhi Capitals,0.65 crore,2024,0.65
Ishant sharma,Delhi Capitals,0.5 crore,2024,0.5
Praveen dubey,Delhi Capitals,0.5 crore,2024,0.5
Yash Dhull,Delhi Capitals,0.5 crore,2024,0.5
Kumar Kushagra,Delhi Capitals,0.2 crore,2024,0.2
Ricky bhui,Delhi Capitals,0.2 crore,2024,0.2
Sumit Kumar,Delhi Capitals,0.2 crore,2024,0.2
Swastik Chikara,Delhi Capitals,0.2 crore,2024,0.2
Anrich Nortje,Delhi Capitals,0 crore,2024,0.0
Harry Brook,Delhi Capitals,0 crore,2024,0.0
Lungi Ngidi,Delhi Capitals,0 crore,2024,0.0
Nicholas Pooran,Durban's Super Giants,16 crore,2024,16.0
Noor Ahmad,Durban's Super Giants,3 crore,2024,3.0
Reece Topley,Durban's Super Giants,1.90 crore,2024,1.9
Spencer Johnson,Gujarat Titans,10 crore,2024,10.0
Rahul tewatia,Gujarat Titans,9 crore,2024,9.0
Shubman gill,Gujarat Titans,8 crore,2024,8.0
Shahrukh Khan,Gujarat Titans,7.4 crore,2024,7.4
Mohammad shami,Gujarat Titans,6.25 crore,2024,6.25
Umesh yadav,Gujarat Titans,5.8 crore,2024,5.8
Josh Little,Gujarat Titans,4.4 crore,2024,4.4
Azmatullah Omarzai,Gujarat Titans,3 crore,2024,3.0
Sai Kishore,Gujarat Titans,3 crore,2024,3.0
David Miller,Gujarat Titans,3 crore,2024,3.0
Abhinav Manohar,Gujarat Titans,2.6 crore,2024,2.6
Sai Sudharsan,Gujarat Titans,2.6 crore,2024,2.6
Matthew wade,Gujarat Titans,2.4 crore,2024,2.4
Kane williamson,Gujarat Titans,2 crore,2024,2.0
Wriddhiman saha,Gujarat Titans,1.9 crore,2024,1.9
Jayant yadav,Gujarat Titans,1.7 crore,2024,1.7
Kartik Tyagi,Gujarat Titans,1.5 crore,2024,1.5
Vijay shankar,Gujarat Titans,1 crore,2024,1.0
Robin Minz,Gujarat Titans,0.75 crore,2024,0.75
Mohit sharma,Gujarat Titans,0.5 crore,2024,0.5
Sushant Mishra,Gujarat Titans,0.2 crore,2024,0.2
Christopher King,Gujarat Titans,0.2 crore,2024,0.2
Gerald Coetzee,Joburg Super Kings,6.00 crore,2024,6.0
Donovan Ferreira,Joburg Super Kings,1 crore,2024,1.0
Mitchell starc,Kolkata Knight Riders,25 crore,2024,25.0
Shreyas iyer,Kolkata Knight Riders,12.25 crore,2024,12.25
Andre russell,Kolkata Knight Riders,12 crore,2024,12.0
Nitish rana,Kolkata Knight Riders,8 crore,2024,8.0
Varun chakravarthy,Kolkata Knight Riders,8 crore,2024,8.0
Venkatesh Iyer,Kolkata Knight Riders,8 crore,2024,8.0
Gus Atkinson,Kolkata Knight Riders,7.2 crore,2024,7.2
Sunil narine,Kolkata Knight Riders,6 crore,2024,6.0
Ramandeep Singh,Kolkata Knight Riders,4 crore,2024,4.0
Srikar Bharat,Kolkata Knight Riders,3 crore,2024,3.0
Vaibhav Arora,Kolkata Knight Riders,2.6 crore,2024,2.6
Phil Salt,Kolkata Knight Riders,1.5 crore,2024,1.5
Rahmanullah Gurbaz,Kolkata Knight Riders,1.5 crore,2024,1.5
Suyash Sharma,Kolkata Knight Riders,1.2 crore,2024,1.2
Rinku singh,Kolkata Knight Riders,0.55 crore,2024,0.55
Chetan Sakariya,Kolkata Knight Riders,0.5 crore,2024,0.5
Dushmantha Chameera,Kolkata Knight Riders,0.5 crore,2024,0.5
Manish pandey,Kolkata Knight Riders,0.2 crore,2024,0.2
Anukul roy,Kolkata Knight Riders,0.3 crore,2024,0.3
Angkrish Raghuvanshi,Kolkata Knight Riders,0.2 crore,2024,0.2
Sakib Hussain,Kolkata Knight Riders,0.2 crore,2024,0.2
Harshit Rana,Kolkata Knight Riders,0.2 crore,2024,0.2
Jason Roy,Kolkata Knight Riders,0 crore,2024,0.0
Mujeeb Ur Rahman,Kolkata Knight Riders,0 crore,2024,0.0
Sherfane rutherford,Kolkata Knight Riders,0 crore,2024,0.0
Lokesh rahul,Lucknow Supergiants,17 crore,2024,17.0
Marcus Stoinis,Lucknow Supergiants,9.2 crore,2024,9.2
Krunal pandya,Lucknow Supergiants,8.25 crore,2024,8.25
Devdutt Padikkal,Lucknow Supergiants,7.75 crore,2024,7.75
Mark wood,Lucknow Supergiants,7.5 crore,2024,7.5
Quinton de Kock,Lucknow Supergiants,6.75 crore,2024,6.75
Deepak hooda,Lucknow Supergiants,5.75 crore,2024,5.75
Shamar Joseph,Lucknow Supergiants,4.4 crore,2024,4.4
Ravi Bishnoi,Lucknow Supergiants,4 crore,2024,4.0
Shivam mavi,Lucknow Supergiants,2.00 crore,2024,2.0
Ashton turner,Lucknow Supergiants,1 crore,2024,1.0
Krishnappa gowtham,Lucknow Supergiants,0.9 crore,2024,0.9
Kyle Mayers,Lucknow Supergiants,0.5 crore,2024,0.5
Amit mishra,Lucknow Supergiants,0.5 crore,2024,0.5
Naveen-ul-Haq,Lucknow Supergiants,0.5 crore,2024,0.5
Yash Thakur,Lucknow Supergiants,0.45 crore,2024,0.45
Arshin Kulkarni,Lucknow Supergiants,0.2 crore,2024,0.2
Arshad Khan,Lucknow Supergiants,0.2 crore,2024,0.2
Manimaran Siddharth,Lucknow Supergiants,0.2 crore,2024,0.2
Ayush Badoni,Lucknow Supergiants,0.2 crore,2024,0.2
Mayank Yadav,Lucknow Supergiants,0.2 crore,2024,0.2
Prerak Mankad,Lucknow Supergiants,0.2 crore,2024,0.2
Yudhvir Singh,Lucknow Supergiants,0.2 crore,2024,0.2
David willey,Lucknow Supergiants,0 crore,2024,0.0
Rashid Khan,MI Cape Town,15 crore,2024,15.0
Kagiso Rabada,MI Cape Town,12 crore,2024,12.0
Rohit sharma,Mumbai Indians,16 crore,2024,16.0
Ishan kishan,Mumbai Indians,15.25 crore,2024,15.25
Hardik pandya,Mumbai Indians,15 crore,2024,15.0
Jasprit bumrah,Mumbai Indians,12 crore,2024,12.0
Tim David,Mumbai Indians,8.25 crore,2024,8.25
Suryakumar yadav,Mumbai Indians,8 crore,2024,8.0
Nuwan Thushara,Mumbai Indians,4.8 crore,2024,4.8
Dewald Brevis,Mumbai Indians,3 crore,2024,3.0
Tilak Varma,Mumbai Indians,1.7 crore,2024,1.7
Shams Mulani,Mumbai Indians,1.5 crore,2024,1.5
Mohammad nabi,Mumbai Indians,1.5 crore,2024,1.5
Romario Shepherd,Mumbai Indians,0.5 crore,2024,0.5
Piyush chawla,Mumbai Indians,0.5 crore,2024,0.5
Naman Dhir,Mumbai Indians,0.3 crore,2024,0.3
Arjun Tendulkar,Mumbai Indians,0.3 crore,2024,0.3
Anshul Kamboj,Mumbai Indians,0.2 crore,2024,0.2
Shivalik Sharma,Mumbai Indians,0.2 crore,2024,0.2
Shreyas gopal,Mumbai Indians,0.2 crore,2024,0.2
Akash Madhwal,Mumbai Indians,0.2 crore,2024,0.2
Kumar Kartikeya,Mumbai Indians,0.2 crore,2024,0.2
Nehal Wadhera,Mumbai Indians,0.2 crore,2024,0.2
Vishnu vinod,Mumbai Indians,0.2 crore,2024,0.2
Dilshan Madushanka,Mumbai Indians,0 crore,2024,0.0
Jason behrendorff,Mumbai Indians,0 crore,2024,0.0
Will Jacks,Pretoria Capitals,3.2 crore,2024,3.2
Sam Curran,Punjab Kings,18.5 crore,2024,18.5
Harshal patel,Punjab Kings,11.75 crore,2024,11.75
Liam Livingstone,Punjab Kings,11.5 crore,2024,11.5
Shikhar dhawan,Punjab Kings,8.25 crore,2024,8.25
Rilee Rossouw,Punjab Kings,8 crore,2024,8.0
Vishwanath Singh,Punjab Kings,7.8 crore,2024,7.8
Jonny bairstow,Punjab Kings,6.75 crore,2024,6.75
Rahul chahar,Punjab Kings,5.25 crore,2024,5.25
Vidwath Kaverappa,Punjab Kings,5.0 crore,2024,5.0
Chris woakes,Punjab Kings,4.2 crore,2024,4.2
Arshdeep singh,Punjab Kings,4 crore,2024,4.0
Harpreet brar,Punjab Kings,3.8 crore,2024,3.8
Jitesh Sharma,Punjab Kings,2.2 crore,2024,2.2
Sikandar Raza,Punjab Kings,1.5 crore,2024,1.5
Nathan Ellis,Punjab Kings,0.75 crore,2024,0.75
Simran singh,Punjab Kings,0.6 crore,2024,0.6
Rishi dhawan,Punjab Kings,0.55 crore,2024,0.55
Ashutosh Sharma,Punjab Kings,0.2 crore,2024,0.2
Malsha Tharupathi,Punjab Kings,0.2 crore,2024,0.2
Prince Choudhary,Punjab Kings,0.2 crore,2024,0.2
Shivam Singh,Punjab Kings,0.2 crore,2024,0.2
Tanay Thyagarajan,Punjab Kings,0.2 crore,2024,0.2
Atharva Taide,Punjab Kings,0.2 crore,2024,0.2
Harpreet singh,Punjab Kings,0.2 crore,2024,0.2
Sanju samson,Rajasthan Royals,14 crore,2024,14.0
Avesh khan,Rajasthan Royals,10 crore,2024,10.0
Jos Buttler,Rajasthan Royals,10 crore,2024,10.0
Shimron hetmyer,Rajasthan Royals,8.5 crore,2024,8.5
Prasidh krishna,Rajasthan Royals,8 crore,2024,8.0
Trent boult,Rajasthan Royals,8 crore,2024,8.0
Rovman powell,Rajasthan Royals,7 crore,2024,7.0
Yuzvendra chahal,Rajasthan Royals,6.5 crore,2024,6.5
Ravichandran ashwin,Rajasthan Royals,5 crore,2024,5.0
Yashasvi Jaiswal,Rajasthan Royals,4 crore,2024,4.0
Riyan parag,Rajasthan Royals,3.8 crore,2024,3.8
Sandeep sharma,Rajasthan Royals,2 crore,2024,2.0
Navdeep saini,Rajasthan Royals,2 crore,2024,2.0
Adam zampa,Rajasthan Royals,1.5 crore,2024,1.5
Nandre Burger,Rajasthan Royals,0.5 crore,2024,0.5
Tom Kohler-Cadmore,Rajasthan Royals,0.4 crore,2024,0.4
Abid Mushtaq,Rajasthan Royals,0.2 crore,2024,0.2
Kunal Singh Rathore,Rajasthan Royals,0.2 crore,2024,0.2
Shubham Dubey,Rajasthan Royals,0.2 crore,2024,0.2
Dhruv Jurel,Rajasthan Royals,0.2 crore,2024,0.2
Kuldeep Sen,Rajasthan Royals,0.2 crore,2024,0.2
Cameron Green,Royal Challengers Bangalore,17.5 crore,2024,17.5
Virat kohli,Royal Challengers Bangalore,15 crore,2024,15.0
Alzarri joseph,Royal Challengers Bangalore,11.5 crore,2024,11.5
Glenn maxwell,Royal Challengers Bangalore,11 crore,2024,11.0
Faf du Plessis,Royal Challengers Bangalore,7 crore,2024,7.0
Mohammed siraj,Royal Challengers Bangalore,7 crore,2024,7.0
Dinesh karthik,Royal Challengers Bangalore,5.5 crore,2024,5.5
Mohammad Ali,Royal Challengers Bangalore,3.4 crore,2024,3.4
Yash Dayal,Royal Challengers Bangalore,3.2 crore,2024,3.2
Saurav Chauhan,Royal Challengers Bangalore,2 crore,2024,2.0
Lockie ferguson,Royal Challengers Bangalore,2 crore,2024,2.0
Mayank dagar,Royal Challengers Bangalore,1.8 crore,2024,1.8
Mahipal lomror,Royal Challengers Bangalore,0.95 crore,2024,0.95
Vijaykumar Vyshak,Royal Challengers Bangalore,0.75 crore,2024,0.75
Karn sharma,Royal Challengers Bangalore,0.5 crore,2024,0.5
Suyash Prabhudessai,Royal Challengers Bangalore,0.3 crore,2024,0.3
Himanshu Sharma,Royal Challengers Bangalore,0.2 crore,2024,0.2
Manoj Bhandage,Royal Challengers Bangalore,0.2 crore,2024,0.2
Rajan Kumar,Royal Challengers Bangalore,0.2 crore,2024,0.2
Akash Deep,Royal Challengers Bangalore,0.2 crore,2024,0.2
Rajat Patidar,Royal Challengers Bangalore,0.2 crore,2024,0.2
Swapnil singh,Royal Challengers Bangalore,0.2 crore,2024,0.2
Tom curran,Royal Challengers Bangalore,0 crore,2024,0.0
Marco Jansen,Sunrisers Eastern Cape,2.5 crore,2024,2.5
Tristan Stubbs,Sunrisers Eastern Cape,0.5 crore,2024,0.5
Patrick cummins,Sunrisers Hyderabad,20 crore,2024,20.0
Heinrich Klaasen,Sunrisers Hyderabad,9.5 crore,2024,9.5
Washington sundar,Sunrisers Hyderabad,8.75 crore,2024,8.75
Rahul tripathi,Sunrisers Hyderabad,8.5 crore,2024,8.5
Mayank agarwal,Sunrisers Hyderabad,8.25 crore,2024,8.25
Travis head,Sunrisers Hyderabad,6.8 crore,2024,6.8
Abhishek sharma,Sunrisers Hyderabad,6.5 crore,2024,6.5
Fazalhaq Farooqi,Sunrisers Hyderabad,5.0 crore,2024,5.0
Bhuvneshwar kumar,Sunrisers Hyderabad,4.2 crore,2024,4.2
Abdul Samad,Sunrisers Hyderabad,4 crore,2024,4.0
T natarajan,Sunrisers Hyderabad,4 crore,2024,4.0
Nitish Kumar Reddy,Sunrisers Hyderabad,3 crore,2024,3.0
Aiden Markram,Sunrisers Hyderabad,2.6 crore,2024,2.6
Sanvir Singh,Sunrisers Hyderabad,2 crore,2024,2.0
Upendra Yadav,Sunrisers Hyderabad,2 crore,2024,2.0
Jaydev unadkat,Sunrisers Hyderabad,1.6 crore,2024,1.6
Mayank markande,Sunrisers Hyderabad,1.50 crore,2024,1.5
Glenn Phillips,Sunrisers Hyderabad,1.5 crore,2024,1.5
Pathum Kumara,Sunrisers Hyderabad,1.3 crore,2024,1.3
Shahbaz Ahmed,Sunrisers Hyderabad,1.0 crore,2024,1.0
Anmolpreet singh,Sunrisers Hyderabad,0.8 crore,2024,0.8
Jhathavedh Subramanyan,Sunrisers Hyderabad,0.2 crore,2024,0.2
Ravindra jadeja,Chennai Super Kings,18 crore,2025,18.0
Ruturaj Gaikwad,Chennai Super Kings,18 crore,2025,18.0
Matheesha Pathirana,Chennai Super Kings,13 crore,2025,13.0
Shivam dube,Chennai Super Kings,12 crore,2025,12.0
Noor Ahmad,Chennai Super Kings,10 crore,2025,10.0
Ravichandran ashwin,Chennai Super Kings,9.75 crore,2025,9.75
Devon Conway,Chennai Super Kings,6.25 crore,2025,6.25
Khaleel ahmed,Chennai Super Kings,4.8 crore,2025,4.8
Rachin Ravindra,Chennai Super Kings,4 crore,2025,4.0
Ms dhoni,Chennai Super Kings,4 crore,2025,4.0
Anshul Kamboj,Chennai Super Kings,3.4 crore,2025,3.4
Rahul tripathi,Chennai Super Kings,3.4 crore,2025,3.4
Sam Curran,Chennai Super Kings,2.4 crore,2025,2.4
Gurjapneet Singh,Chennai Super Kings,2.2 crore,2025,2.2
Nathan Ellis,Chennai Super Kings,2 crore,2025,2.0
Deepak hooda,Chennai Super Kings,1.7 crore,2025,1.7
Jamie Overton,Chennai Super Kings,1.5 crore,2025,1.5
Vijay shankar,Chennai Super Kings,1.4 crore,2025,1.4
Vansh Bedi,Chennai Super Kings,0.55 crore,2025,0.55
Andre Siddarth,Chennai Super Kings,0.3 crore,2025,0.3
Kamlesh Nagarkoti,Chennai Super Kings,0.3 crore,2025,0.3
Mukesh Choudhary,Chennai Super Kings,0.3 crore,2025,0.3
Ramakrishna Ghosh,Chennai Super Kings,0.3 crore,2025,0.3
Shaik Rasheed,Chennai Super Kings,0.3 crore,2025,0.3
Shreyas gopal,Chennai Super Kings,0.3 crore,2025,0.3
Axar patel,Delhi Capitals,16.5 crore,2025,16.5
Lokesh rahul,Delhi Capitals,14 crore,2025,14.0
Kuldeep yadav,Delhi Capitals,13.25 crore,2025,13.25
Mitchell starc,Delhi Capitals,11.75 crore,2025,11.75
T natarajan,Delhi Capitals,10.75 crore,2025,10.75
Tristan Stubbs,Delhi Capitals,10 crore,2025,10.0
Jake Fraser-McGurk,Delhi Capitals,9 crore,2025,9.0
Mukesh Kumar,Delhi Capitals,8 crore,2025,8.0
Harry Brook,Delhi Capitals,6.25 crore,2025,6.25
Abishek Porel,Delhi Capitals,4 crore,2025,4.0
Ashutosh Sharma,Delhi Capitals,3.8 crore,2025,3.8
Mohit sharma,Delhi Capitals,2.2 crore,2025,2.2
Faf du Plessis,Delhi Capitals,2 crore,2025,2.0
Sameer Rizvi,Delhi Capitals,0.95 crore,2025,0.95
Donovan Ferreira,Delhi Capitals,0.75 crore,2025,0.75
Dushmantha Chameera,Delhi Capitals,0.75 crore,2025,0.75
Karun nair,Delhi Capitals,0.5 crore,2025,0.5
Vipraj Nigam,Delhi Capitals,0.5 crore,2025,0.5
Madhav Tiwari,Delhi Capitals,0.4 crore,2025,0.4
Ajay Mandal,Delhi Capitals,0.3 crore,2025,0.3
Darshan Nalkande,Delhi Capitals,0.3 crore,2025,0.3
Manvanth Kumar,Delhi Capitals,0.3 crore,2025,0.3
Tripurana Vijay,Delhi Capitals,0.3 crore,2025,0.3
Rashid Khan,Gujarat Titans,18 crore,2025,18.0
Shubman gill,Gujarat Titans,16 crore,2025,16.0
Jos Buttler,Gujarat Titans,15.75 crore,2025,15.75
Mohammed siraj,Gujarat Titans,12.25 crore,2025,12.25
Kagiso Rabada,Gujarat Titans,10.75 crore,2025,10.75
Prasidh krishna,Gujarat Titans,9.5 crore,2025,9.5
Sai Sudharsan,Gujarat Titans,8.5 crore,2025,8.5
Rahul tewatia,Gujarat Titans,4 crore,2025,4.0
Shahrukh Khan,Gujarat Titans,4 crore,2025,4.0
