StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings,Year,ClientPlayerID
Marco Jansen,586,8,0000-00-00,1.0,Overseas,107,2021-100mb00000000586-8238f85f91de11,20.0,SRH,Sunrisers Hyderabad,107,20.0,2021-100mb00000000586-8238f85f91de11,6,7.0,39,43,19.0,90.69,44.18,2.26,10.75,41.02,1.62,24.0,17.0,3.0,0.0,4,0,,,3,3,13.0,0,0,0.0,17*,13.00,3.0,0.0,2023,17068.0
Anrich Nortje,142,10,0000-00-00,1.0,Overseas,107,2019-100mb00000000142-040303a144a811,14.0,DC,Delhi Capitals,107,14.0,2019-100mb00000000142-040303a144a811,7,1.0,37,29,10.0,127.58,34.48,2.9,4.83,64.86,1.94,19.0,13.0,0.0,0.0,6,0,,,3,4,9.25,0,0,0.0,23*,12.33,1.0,0.0,2023,5433.0
Vishnu Vinod,581,3,0000-00-00,1.0,Indian,107,2021-100mb00000000581-dac14bf491dc11,17.0,MI,Mumbai Indians,107,17.0,2021-100mb00000000581-dac14bf491dc11,3,3.0,37,31,11.0,119.35,35.48,2.81,7.75,54.05,1.85,20.0,15.0,1.0,0.0,2,2,,,3,0,,0,0,0.0,30,12.33,1.0,0.0,2023,4305.0
Suyash S Prabhudessai,598,5,0000-00-00,1.0,Indian,107,2021-100mb00000000598-bffd454291e511,19.0,RCB,Royal Challengers Bangalore,107,19.0,2021-100mb00000000598-bffd454291e511,4,4.0,35,29,13.0,120.68,44.82,2.23,9.66,45.71,2.18,16.0,7.0,6.0,0.0,1,2,,,4,0,,0,0,0.0,19,8.75,5.0,0.0,2023,7002.0
David Willey,90,4,0000-00-00,0.0,Overseas,107,2019-100mb00000000090-489459ab43eb11,19.0,RCB,Royal Challengers Bangalore,107,19.0,2019-100mb00000000090-489459ab43eb11,3,1.0,35,32,12.0,109.37,37.5,2.66,8.0,45.71,1.75,20.0,13.0,3.0,0.0,4,0,,,0,3,11.66,0,0,0.0,20*,-,1.0,0.0,2023,2758.0
Wanindu Hasaranga,377,8,0000-00-00,1.0,Overseas,107,2020-100mb00000000377-c8cec37e2dec11,19.0,RCB,Royal Challengers Bangalore,107,19.0,2020-100mb00000000377-c8cec37e2dec11,5,2.0,33,28,8.0,117.85,28.57,3.5,9.33,36.36,1.65,20.0,13.0,4.0,0.0,3,0,,,2,3,11.0,0,0,0.0,12*,16.50,0.0,0.0,2023,3082.0
Abishek Porel,1580,4,0000-00-00,0.0,Indian,107,2022-100mb00000001580-2e206f715b5511,14.0,DC,Delhi Capitals,107,14.0,2022-100mb00000001580-2e206f715b5511,4,1.0,33,31,12.0,106.45,38.7,2.58,10.33,48.48,1.73,19.0,15.0,1.0,0.0,1,2,,,4,0,,0,0,0.0,20,8.25,4.0,0.0,2023,33333.0
Kuldeep Yadav,14,14,0000-00-00,0.0,Indian,107,2018-100mb00000000014-227bc550e99c11,14.0,DC,Delhi Capitals,107,14.0,2018-100mb00000000014-227bc550e99c11,10,6.0,31,48,25.0,64.58,52.08,1.92,24.0,25.8,1.34,23.0,19.0,2.0,0.0,2,0,,,2,8,3.87,0,0,0.0,10*,15.50,1.0,0.0,2023,261.0
Dasun Shanaka,375,3,0000-00-00,1.0,Overseas,107,2020-100mb00000000375-5eaafd832dec11,35.0,GT,Gujarat Titans,107,35.0,2020-100mb00000000375-5eaafd832dec11,3,0.0,26,26,12.0,100.0,46.15,2.16,8.66,53.84,1.85,14.0,10.0,1.0,0.0,2,1,,,2,1,26.0,0,0,0.0,17,13.00,2.0,0.0,2023,
Piyush Chawla,149,16,0000-00-00,0.0,Indian,107,2019-100mb00000000149-10d5663944a911,17.0,MI,Mumbai Indians,107,17.0,2019-100mb00000000149-10d5663944a911,4,2.0,25,22,8.0,113.63,36.36,2.75,11.0,40.0,1.78,14.0,9.0,3.0,0.0,1,1,,,2,2,12.5,0,0,0.0,18,12.50,1.0,0.0,2023,76.0
Tristan Stubbs,1017,2,0000-00-00,1.0,Overseas,107,2022-100mb00000001017-3e376712cc7911,17.0,MI,Mumbai Indians,107,17.0,2022-100mb00000001017-3e376712cc7911,2,0.0,25,31,14.0,80.64,45.16,2.21,15.5,32.0,1.47,17.0,13.0,2.0,0.0,2,0,,,2,0,,0,0,0.0,20,12.50,0.0,0.0,2023,20631.0
Hrithik Shokeen,992,8,0000-00-00,1.0,Indian,107,2022-100mb00000000992-02c884cea44c11,17.0,MI,Mumbai Indians,107,17.0,2022-100mb00000000992-02c884cea44c11,3,3.0,23,17,6.0,135.29,35.29,2.83,4.25,69.56,2.09,11.0,7.0,0.0,0.0,4,0,,,1,2,11.5,0,0,0.0,18*,23.00,3.0,0.0,2023,20598.0
Anukul Roy,160,4,0000-00-00,0.0,Indian,107,2019-100mb00000000160-970c8ab644ac11,16.0,KKR,Kolkata Knight Riders,107,16.0,2019-100mb00000000160-970c8ab644ac11,4,0.0,23,19,7.0,121.05,36.84,2.71,6.33,52.17,1.91,12.0,7.0,2.0,0.0,3,0,,,2,2,11.5,0,0,0.0,13*,11.50,3.0,0.0,2023,3774.0
Adil Rashid,311,2,0000-00-00,1.0,Indian,107,2019-100mb00000000311-daebf48c7aee11,20.0,SRH,Sunrisers Hyderabad,107,20.0,2019-100mb00000000311-daebf48c7aee11,2,2.0,22,16,7.0,137.5,43.75,2.28,5.33,63.63,2.44,9.0,4.0,2.0,0.0,2,1,,,2,0,,0,0,0.0,18,11.00,0.0,0.0,2023,796.0
Priyam Garg,528,2,0000-00-00,1.0,Indian,107,2020-100mb00000000528-43b9bc19639611,14.0,DC,Delhi Capitals,107,14.0,2020-100mb00000000528-43b9bc19639611,2,1.0,22,23,9.0,95.65,39.13,2.55,23.0,18.18,1.57,14.0,9.0,3.0,1.0,1,0,,,2,0,,0,0,0.0,12,11.00,0.0,0.0,2023,3775.0
David Wiese,674,3,1985-05-18,1.0,Overseas,107,1cb8d4cfe5eb49f193e4e125518f9f3,16.0,KKR,Kolkata Knight Riders,107,16.0,1cb8d4cfe5eb49f193e4e125518f9f3,3,1.0,21,11,5.0,190.9,45.45,2.2,3.66,85.71,3.5,6.0,3.0,0.0,0.0,0,3,,,1,2,10.5,0,0,0.0,12*,21.00,3.0,0.0,2023,869.0
Mayank Markande,87,10,0000-00-00,1.0,Indian,107,2019-100mb00000000087-98d4e401342511,20.0,SRH,Sunrisers Hyderabad,107,20.0,2019-100mb00000000087-98d4e401342511,3,2.0,21,13,4.0,161.53,30.76,3.25,4.33,66.66,2.33,9.0,5.0,1.0,0.0,2,1,,,0,3,7.0,0,0,0.0,18*,-,0.0,0.0,2023,4951.0
Sunil Narine,156,14,0000-00-00,0.0,Overseas,107,2019-100mb00000000156-a6b6f42c44aa11,16.0,KKR,Kolkata Knight Riders,107,16.0,2019-100mb00000000156-a6b6f42c44aa11,10,4.0,21,25,15.0,84.0,60.0,1.66,8.33,66.66,2.1,10.0,7.0,0.0,0.0,2,1,,,7,3,7.0,0,0,0.0,7*,3.00,1.0,0.0,2023,203.0
Rishi Dhawan,996,6,0000-00-00,1.0,Indian,107,2022-100mb00000000996-0dad4bfba44d11,15.0,PBKS,Punjab Kings,107,15.0,2022-100mb00000000996-0dad4bfba44d11,3,0.0,20,12,3.0,166.66,25.0,4.0,6.0,50.0,2.22,9.0,4.0,3.0,0.0,1,1,,,2,1,20.0,0,0,0.0,19,10.00,3.0,0.0,2023,1088.0
Ravi Bishnoi,520,15,0000-00-00,1.0,Indian,107,2020-100mb00000000520-c2b1e0df638711,77.0,LSG,Lucknow Super Giants,107,77.0,2020-100mb00000000520-c2b1e0df638711,7,2.0,20,27,14.0,74.07,51.85,1.92,27.0,20.0,1.53,13.0,9.0,2.0,1.0,1,0,,,3,4,5.0,0,0,0.0,5,6.67,8.0,0.0,2023,19351.0
Umran Malik,637,8,0000-00-00,1.0,Indian,107,2021-100mb00000000637-4e1434ea244f11,20.0,SRH,Sunrisers Hyderabad,107,20.0,2021-100mb00000000637-4e1434ea244f11,2,1.0,19,8,3.0,237.5,37.5,2.66,2.66,84.21,3.8,5.0,1.0,1.0,0.0,1,2,,,1,1,19.0,0,0,0.0,19*,19.00,1.0,0.0,2023,15154.0
Umesh Yadav,21,8,0000-00-00,1.0,Indian,107,2018-100mb00000000021-a294dad8e99c11,16.0,KKR,Kolkata Knight Riders,107,16.0,2018-100mb00000000021-a294dad8e99c11,5,2.0,19,18,6.0,105.55,33.33,3.0,18.0,21.05,1.58,12.0,7.0,4.0,0.0,1,0,,,2,3,6.33,0,0,0.0,6*,9.50,3.0,0.0,2023,59.0
Amit Mishra,107,7,0000-00-00,1.0,Indian,107,2019-100mb00000000107-ae56fbc5449311,77.0,LSG,Lucknow Super Giants,107,77.0,2019-100mb00000000107-ae56fbc5449311,1,0.0,19,30,17.0,63.33,56.66,1.76,15.0,42.1,1.46,13.0,11.0,0.0,0.0,2,0,,,1,0,,0,0,0.0,19,19.00,1.0,0.0,2023,30.0
Arshad Khan,988,6,0000-00-00,0.0,Indian,107,2022-100mb00000000988-ad5c752aa44a11,17.0,MI,Mumbai Indians,107,17.0,2022-100mb00000000988-ad5c752aa44a11,3,0.0,18,15,4.0,120.0,26.66,3.75,15.0,33.33,1.63,11.0,8.0,2.0,0.0,0,1,,,2,1,18.0,0,0,0.0,15*,9.00,1.0,0.0,2023,20599.0
Akash Deep,1007,2,0000-00-00,1.0,Indian,107,2022-100mb00000001007-1363a306a45011,19.0,RCB,Royal Challengers Bangalore,107,19.0,2022-100mb00000001007-1363a306a45011,1,0.0,17,8,2.0,212.5,25.0,4.0,2.66,82.35,2.83,6.0,3.0,0.0,0.0,2,1,,,1,0,,0,0,0.0,17,17.00,1.0,0.0,2023,14800.0
Akeal Hosein,722,1,0000-00-00,0.0,Overseas,107,2021-100mb00000000722-c2b14507340811,20.0,SRH,Sunrisers Hyderabad,107,20.0,2021-100mb00000000722-c2b14507340811,1,1.0,16,10,3.0,160.0,30.0,3.33,5.0,62.5,2.28,7.0,4.0,1.0,0.0,1,1,,,0,1,16.0,0,0,0.0,16*,-,0.0,0.0,2023,5608.0
Trent Boult,66,10,0000-00-00,1.0,Overseas,107,2019-100mb00000000066-573f78a31e3711,18.0,RR,Rajasthan Royals,107,18.0,2019-100mb00000000066-573f78a31e3711,4,4.0,16,14,6.0,114.28,42.85,2.33,7.0,62.5,2.0,8.0,6.0,0.0,0.0,1,1,,,1,3,5.33,0,0,0.0,15,16.00,3.0,0.0,2023,969.0
Praveen Dubey,548,1,0000-00-00,1.0,Indian,107,2020-100mb00000000548-8aced9f7121111,14.0,DC,Delhi Capitals,107,14.0,2020-100mb00000000548-8aced9f7121111,1,0.0,16,20,10.0,80.0,50.0,2.0,10.0,50.0,1.6,10.0,8.0,0.0,0.0,2,0,,,1,0,,0,0,0.0,16,16.00,0.0,0.0,2023,3188.0
Naveen-Ul-Haq,639,8,0000-00-00,1.0,Overseas,107,2021-100mb00000000639-cf9c67ec2fe411,77.0,LSG,Lucknow Super Giants,107,77.0,2021-100mb00000000639-cf9c67ec2fe411,3,5.0,16,21,12.0,76.19,57.14,1.75,10.5,50.0,1.77,9.0,6.0,1.0,0.0,2,0,,,1,2,8.0,0,0,0.0,13,16.00,2.0,0.0,2023,5681.0
Yash Dhull,777,4,2002-11-11,1.0,Indian,107,202126de39945d8911ec9c9202ea608,14.0,DC,Delhi Capitals,107,14.0,202126de39945d8911ec9c9202ea608,3,0.0,16,23,10.0,69.56,43.47,2.3,23.0,25.0,1.23,13.0,12.0,0.0,0.0,1,0,,,3,0,,0,0,0.0,13,5.33,2.0,0.0,2023,20623.0
Ben Stokes,177,2,0000-00-00,0.0,Overseas,107,2019-100mb00000000177-97da48e244b511,13.0,CSK,Chennai Super Kings,107,13.0,2019-100mb00000000177-97da48e244b511,2,1.0,15,14,5.0,107.14,35.71,2.8,7.0,53.33,1.66,9.0,7.0,0.0,0.0,2,0,,,2,0,,0,0,0.0,8,7.50,2.0,0.0,2023,1154.0
Mandeep Singh,132,3,0000-00-00,1.0,Indian,107,2019-100mb00000000132-01daf48a449b11,16.0,KKR,Kolkata Knight Riders,107,16.0,2019-100mb00000000132-01daf48a449b11,3,0.0,14,16,8.0,87.5,50.0,2.0,16.0,42.85,1.75,8.0,6.0,1.0,0.0,0,1,,,3,0,,0,0,0.0,12,4.67,0.0,0.0,2023,72.0
Arjun Tendulkar,585,4,0000-00-00,0.0,Indian,107,2021-100mb00000000585-5404221d91de11,17.0,MI,Mumbai Indians,107,17.0,2021-100mb00000000585-5404221d91de11,1,0.0,13,9,2.0,144.44,22.22,4.5,9.0,46.15,1.85,7.0,5.0,1.0,0.0,0,1,,,1,0,,0,0,0.0,13,13.00,0.0,0.0,2023,10244.0
Vyshak Vijaykumar,2034,7,0000-00-00,1.0,Indian,107,2023-100mb00000002034-c2959cc8d5eb11,19.0,RCB,Royal Challengers Bangalore,107,19.0,2023-100mb00000002034-c2959cc8d5eb11,2,2.0,13,9,2.0,144.44,22.22,4.5,9.0,46.15,1.85,7.0,5.0,1.0,0.0,0,1,,,1,1,13.0,0,0,0.0,13*,13.00,1.0,0.0,2023,1097.0
Kedar Jadhav,58,2,0000-00-00,1.0,Indian,107,2019-100mb00000000058-acb140d615ba11,19.0,RCB,Royal Challengers Bangalore,107,19.0,2019-100mb00000000058-acb140d615ba11,1,0.0,12,10,3.0,120.0,30.0,3.33,10.0,33.33,1.71,7.0,4.0,2.0,0.0,1,0,,,0,1,12.0,0,0,0.0,12*,-,1.0,0.0,2023,297.0
Jason Holder,263,8,0000-00-00,1.0,Overseas,107,2019-100mb00000000263-296c7a0b7adb11,18.0,RR,Rajasthan Royals,107,18.0,2019-100mb00000000263-296c7a0b7adb11,3,1.0,12,11,4.0,109.09,36.36,2.75,11.0,50.0,1.71,7.0,6.0,0.0,0.0,0,1,,,2,1,12.0,0,0,0.0,11,6.00,3.0,0.0,2023,1075.0
Karan Sharma,986,2,0000-00-00,1.0,Indian,107,2022-100mb00000000986-6bb0717aa44911,77.0,LSG,Lucknow Super Giants,107,77.0,2022-100mb00000000986-6bb0717aa44911,2,0.0,12,21,9.0,57.14,42.85,2.33,0.0,0.0,1.0,12.0,12.0,0.0,0.0,0,0,,,2,0,,0,0,0.0,9,6.00,0.0,0.0,2023,20588.0
Mark Wood,315,4,0000-00-00,1.0,Overseas,107,2019-100mb00000000315-585558897aef11,77.0,LSG,Lucknow Super Giants,107,77.0,2019-100mb00000000315-585558897aef11,2,0.0,11,5,2.0,220.0,40.0,2.5,2.5,90.9,3.66,3.0,1.0,0.0,0.0,1,1,,,1,1,11.0,0,0,0.0,10*,11.00,2.0,0.0,2023,2749.0
Sanvir Singh,1943,2,0000-00-00,1.0,Indian,107,2023-100mb00000001943-b03b1676c40511,20.0,SRH,Sunrisers Hyderabad,107,20.0,2023-100mb00000001943-b03b1676c40511,2,1.0,11,9,6.0,122.22,66.66,1.5,4.5,90.9,3.66,3.0,1.0,0.0,0.0,1,1,,,1,1,11.0,0,0,0.0,7,11.00,0.0,0.0,2023,5616.0
Manan Vohra,185,1,0000-00-00,1.0,Indian,107,2019-100mb00000000185-2576dea644b711,77.0,LSG,Lucknow Super Giants,107,77.0,2019-100mb00000000185-2576dea644b711,1,0.0,10,11,4.0,90.9,36.36,2.75,11.0,40.0,1.42,7.0,6.0,0.0,0.0,1,0,,,1,0,,0,0,0.0,10,10.00,0.0,0.0,2023,1085.0
Joe Root,312,3,0000-00-00,1.0,Overseas,107,2019-100mb00000000312-ee44c40a7aee11,18.0,RR,Rajasthan Royals,107,18.0,2019-100mb00000000312-ee44c40a7aee11,1,0.0,10,15,8.0,66.66,53.33,1.87,15.0,40.0,1.42,7.0,6.0,0.0,0.0,1,0,,,1,0,,0,0,0.0,10,10.00,2.0,0.0,2023,5601.0
Adam Zampa,24,6,0000-00-00,1.0,Indian,107,2018-100mb00000000024-431d2bf7e99d11,18.0,RR,Rajasthan Royals,107,18.0,2018-100mb00000000024-431d2bf7e99d11,3,1.0,10,16,6.0,62.5,37.5,2.66,0.0,0.0,1.0,10.0,10.0,0.0,0.0,0,0,,,3,0,,0,0,0.0,7,3.33,0.0,0.0,2023,958.0
Jaydev Unadkat,180,3,0000-00-00,1.0,Indian,107,2019-100mb00000000180-1352e0b244b611,77.0,LSG,Lucknow Super Giants,107,77.0,2019-100mb00000000180-1352e0b244b611,1,0.0,9,7,1.0,128.57,14.28,7.0,7.0,44.44,1.5,6.0,5.0,0.0,0.0,1,0,,,1,0,,0,0,0.0,9,9.00,0.0,0.0,2023,86.0
Noor Ahmad,975,13,0000-00-00,1.0,Overseas,107,2022-100mb00000000975-56f6385ba44611,35.0,GT,Gujarat Titans,107,35.0,2022-100mb00000000975-56f6385ba44611,3,1.0,8,9,4.0,88.88,44.44,2.25,9.0,50.0,1.6,5.0,4.0,0.0,0.0,1,0,,,2,1,8.0,0,0,0.0,7*,4.00,1.0,0.0,2023,20590.0
Mukesh Kumar,1462,10,0000-00-00,1.0,Indian,107,2022-100mb00000001462-cbc59298427c11,14.0,DC,Delhi Capitals,107,14.0,2022-100mb00000001462-cbc59298427c11,3,1.0,7,9,2.0,77.77,22.22,4.5,0.0,0.0,1.0,7.0,7.0,0.0,0.0,0,0,,,0,3,2.33,0,0,0.0,6*,-,1.0,0.0,2023,5622.0
Rovman Powell,329,3,0000-00-00,1.0,Overseas,107,2019-100mb00000000329-bee19eaeb1e711,14.0,DC,Delhi Capitals,107,14.0,2019-100mb00000000329-bee19eaeb1e711,3,0.0,7,9,6.0,77.77,66.66,1.5,9.0,57.14,2.33,3.0,1.0,1.0,0.0,1,0,,,3,0,,0,0,0.0,4,2.33,0.0,0.0,2023,3333.0
Alzarri Joseph,229,7,0000-00-00,1.0,Overseas,107,2019-100mb00000000229-75a4b0a0516011,35.0,GT,Gujarat Titans,107,35.0,2019-100mb00000000229-75a4b0a0516011,2,1.0,7,12,8.0,58.33,66.66,1.5,12.0,57.14,1.75,4.0,3.0,0.0,0.0,1,0,,,0,2,3.5,0,0,0.0,7*,-,2.0,0.0,2023,3098.0
Harshal Patel,114,13,0000-00-00,1.0,Indian,107,2019-100mb00000000114-8c98068c449611,19.0,RCB,Royal Challengers Bangalore,107,19.0,2019-100mb00000000114-8c98068c449611,2,1.0,6,6,5.0,100.0,83.33,1.2,6.0,100.0,6.0,1.0,0.0,0.0,0.0,0,1,,,2,0,,0,0,0.0,6,3.00,2.0,0.0,2023,157.0
Kumar Kartikeya Singh,1015,8,0000-00-00,1.0,Indian,107,2022-100mb00000001015-396b0615c6d411,17.0,MI,Mumbai Indians,107,17.0,2022-100mb00000001015-396b0615c6d411,1,1.0,6,7,4.0,85.71,57.14,1.75,7.0,66.66,2.0,3.0,2.0,0.0,0.0,1,0,,,1,0,,0,0,0.0,6,6.00,1.0,0.0,2023,20629.0
Jason Behrendorff,4,12,0000-00-00,1.0,Overseas,107,2018-100mb00000000004-1b6e3321e99b11,17.0,MI,Mumbai Indians,107,17.0,2018-100mb00000000004-1b6e3321e99b11,2,0.0,6,9,3.0,66.66,33.33,3.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0,0,,,0,2,3.0,0,0,0.0,3*,-,2.0,0.0,2023,937.0
Chris Jordan,519,6,0000-00-00,1.0,Overseas,107,2020-100mb00000000519-a0440d96638711,17.0,MI,Mumbai Indians,107,17.0,2020-100mb00000000519-a0440d96638711,2,5.0,6,12,7.0,50.0,58.33,1.71,0.0,0.0,1.2,5.0,4.0,1.0,0.0,0,0,,,2,0,,0,0,0.0,4,3.00,1.0,0.0,2023,1299.0
Mohammad Shami,47,17,0000-00-00,1.0,Indian,107,2018-100mb00000000047-1bfc8ff2f88b11,35.0,GT,Gujarat Titans,107,35.0,2018-100mb00000000047-1bfc8ff2f88b11,2,3.0,5,6,4.0,83.33,66.66,1.5,6.0,80.0,2.5,2.0,1.0,0.0,0.0,1,0,,,2,0,,0,0,0.0,5,2.50,4.0,0.0,2023,94.0
Litton Das,251,1,0000-00-00,1.0,Overseas,107,2019-100mb00000000251-760794767acb11,16.0,KKR,Kolkata Knight Riders,107,16.0,2019-100mb00000000251-760794767acb11,1,0.0,4,4,3.0,100.0,75.0,1.33,4.0,100.0,4.0,1.0,0.0,0.0,0.0,1,0,,,1,0,,0,0,0.0,4,4.00,0.0,0.0,2023,
Jofra Archer,181,5,0000-00-00,1.0,Overseas,107,2019-100mb00000000181-80151ce844b611,17.0,MI,Mumbai Indians,107,17.0,2019-100mb00000000181-80151ce844b611,2,0.0,4,4,1.0,100.0,25.0,4.0,0.0,0.0,1.33,3.0,2.0,1.0,0.0,0,0,,,0,2,2.0,0,0,0.0,3*,-,0.0,0.0,2023,3502.0
Chetan Sakariya,592,2,0000-00-00,0.0,Indian,107,2021-100mb00000000592-49eb3f9a91e311,14.0,DC,Delhi Capitals,107,14.0,2021-100mb00000000592-49eb3f9a91e311,2,0.0,4,6,5.0,66.66,83.33,1.2,6.0,100.0,4.0,1.0,0.0,0.0,0.0,1,0,,,1,1,4.0,0,0,0.0,4,4.00,0.0,0.0,2023,11062.0
Vaibhav Arora,583,5,0000-00-00,1.0,Indian,107,2021-100mb00000000583-8f4c0c4491dd11,16.0,KKR,Kolkata Knight Riders,107,16.0,2021-100mb00000000583-8f4c0c4491dd11,2,0.0,3,2,0.0,150.0,0.0,0.0,0.0,0.0,1.5,2.0,1.0,1.0,0.0,0,0,,,0,2,1.5,0,0,0.0,2*,-,3.0,0.0,2023,14859.0
Karn Sharma,98,7,0000-00-00,0.0,Indian,107,2019-100mb00000000098-7a8c366b43f611,19.0,RCB,Royal Challengers Bangalore,107,19.0,2019-100mb00000000098-7a8c366b43f611,2,0.0,3,5,3.0,60.0,60.0,1.66,0.0,0.0,1.5,2.0,1.0,1.0,0.0,0,0,,,2,0,,0,0,0.0,2,1.50,0.0,0.0,2023,1118.0
Arshdeep Singh,125,14,0000-00-00,0.0,Indian,107,2019-100mb00000000125-2485f88b449911,15.0,PBKS,Punjab Kings,107,15.0,2019-100mb00000000125-2485f88b449911,2,0.0,2,2,1.0,100.0,50.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0,0,,,0,2,1.0,0,0,0.0,2*,-,1.0,0.0,2023,4698.0
Mitchell Santner,75,3,0000-00-00,0.0,Overseas,107,2019-100mb00000000075-0984e17e1e4011,13.0,CSK,Chennai Super Kings,107,13.0,2019-100mb00000000075-0984e17e1e4011,2,1.0,2,4,2.0,50.0,50.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,,,0,2,1.0,0,0,0.0,1*,-,1.0,0.0,2023,1903.0
Swapnil Singh,1483,2,0000-00-00,1.0,Indian,107,2022-100mb00000001483-5afb915c543411,77.0,LSG,Lucknow Super Giants,107,77.0,2022-100mb00000001483-5afb915c543411,1,0.0,2,4,2.0,50.0,50.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,,,0,1,2.0,0,0,0.0,2*,-,0.0,0.0,2023,3180.0
Wayne Parnell,829,7,0000-00-00,0.0,Overseas,107,2022-100mb00000000829-e8883032782a11,19.0,RCB,Royal Challengers Bangalore,107,19.0,2022-100mb00000000829-e8883032782a11,1,1.0,2,5,3.0,40.0,60.0,1.66,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,,,1,0,,0,0,0.0,2,2.00,4.0,0.0,2023,223.0
Sandeep Sharma,220,12,0000-00-00,1.0,Indian,107,2019-100mb00000000220-18a6ceb644c011,18.0,RR,Rajasthan Royals,107,18.0,2019-100mb00000000220-18a6ceb644c011,2,1.0,2,6,4.0,33.33,66.66,1.5,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,,,0,2,1.0,0,0,0.0,2*,-,4.0,0.0,2023,1112.0
Mustafizur Rahman,258,2,0000-00-00,0.0,Overseas,107,2019-100mb00000000258-e46e7f697acb11,14.0,DC,Delhi Capitals,107,14.0,2019-100mb00000000258-e46e7f697acb11,1,0.0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,1,1.0,0,0,0.0,1*,-,0.0,0.0,2023,1594.0
Ishant Sharma,50,8,0000-00-00,1.0,Indian,107,2018-100mb00000000050-4663b710f88b11,14.0,DC,Delhi Capitals,107,14.0,2018-100mb00000000050-4663b710f88b11,1,0.0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,1,1.0,0,0,0.0,1*,-,0.0,0.0,2023,38.0
Abdul Basith,1542,1,0000-00-00,1.0,Indian,107,2022-100mb00000001542-f4eda8b354e911,18.0,RR,Rajasthan Royals,107,18.0,2022-100mb00000001542-f4eda8b354e911,1,0.0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,1,1.0,0,0,0.0,1*,-,0.0,0.0,2023,5812.0
Deepak Chahar,91,10,0000-00-00,1.0,Indian,107,2019-100mb00000000091-8640595343ec11,13.0,CSK,Chennai Super Kings,107,13.0,2019-100mb00000000091-8640595343ec11,1,0.0,1,2,1.0,50.0,50.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,1,1.0,0,0,0.0,1*,-,1.0,0.0,2023,140.0
Mohit Rathee,1935,1,0000-00-00,1.0,Indian,107,2023-100mb00000001935-ee100d3bc40011,15.0,PBKS,Punjab Kings,107,15.0,2023-100mb00000001935-ee100d3bc40011,1,0.0,1,2,1.0,50.0,50.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,1,1.0,0,0,0.0,1*,-,0.0,0.0,2023,5856.0
Josh Hazlewood,36,3,0000-00-00,0.0,Overseas,107,2018-100mb00000000036-2af54408f88a11,19.0,RCB,Royal Challengers Bangalore,107,19.0,2018-100mb00000000036-2af54408f88a11,1,0.0,1,2,1.0,50.0,50.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,1,1.0,0,0,0.0,1*,-,0.0,0.0,2023,857.0
Mohammed Siraj,63,14,0000-00-00,1.0,Indian,107,2019-100mb00000000063-d9aa7a01187311,19.0,RCB,Royal Challengers Bangalore,107,19.0,2019-100mb00000000063-d9aa7a01187311,2,0.0,1,2,1.0,50.0,50.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,1,1,1.0,0,0,0.0,1*,1.00,4.0,0.0,2023,3840.0
Yudhvir Singh,587,3,0000-00-00,1.0,Indian,107,2021-100mb00000000587-d15a3db891de11,77.0,LSG,Lucknow Super Giants,107,77.0,2021-100mb00000000587-d15a3db891de11,2,0.0,1,2,1.0,50.0,50.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,2,0,,0,0,0.0,1,0.50,0.0,0.0,2023,10842.0
Fazalhaq Farooqi,1011,4,0000-00-00,1.0,Overseas,107,2022-100mb00000001011-d957ea18a45111,20.0,SRH,Sunrisers Hyderabad,107,20.0,2022-100mb00000001011-d957ea18a45111,1,0.0,1,5,4.0,20.0,80.0,1.25,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,1,1.0,0,0,0.0,1*,-,1.0,0.0,2023,20610.0
